dtto,municipio,secc,PAN_UDC,PRI_PVEM_PNA_PPC,PRI_PNA_PSD,PRI_PNA_PPC,PRI,PRD,PT,PVEM,CONV,PNA,PSDC,PPC,CC1,VALIDOS,NULOS,TOTAL
6,MATAMOROS,268,330,0,609,0,0,13,40,30,14,0,0,139,0,1175,40,1215
6,MATAMOROS,269,531,0,834,0,0,17,57,27,22,0,0,251,0,1739,57,1796
6,MATAMOROS,270,175,0,284,0,0,4,22,5,4,0,0,77,0,571,15,586
6,MATAMOROS,271,195,0,530,0,0,9,36,13,11,0,0,321,0,1115,36,1151
6,MATAMOROS,272,286,0,424,0,0,5,16,8,10,0,0,355,0,1104,47,1151
6,MATAMOROS,273,224,0,383,0,0,12,22,12,5,0,0,91,0,749,25,774
6,MATAMOROS,274,248,0,498,0,0,7,23,17,8,0,0,230,0,1031,52,1083
6,MATAMOROS,275,266,0,398,0,0,4,19,9,8,0,0,86,0,790,22,812
6,MATAMOROS,276,186,0,392,0,0,4,30,28,8,0,0,205,0,853,33,886
6,MATAMOROS,277,139,0,305,0,0,10,2,12,2,0,0,85,0,555,19,574
6,MATAMOROS,278,93,0,326,0,0,7,5,3,2,0,0,34,0,470,17,487
6,MATAMOROS,279,74,0,474,0,0,9,3,6,1,0,0,23,0,590,9,599
6,MATAMOROS,280,342,0,695,0,0,13,13,6,4,0,0,88,0,1161,51,1212
6,MATAMOROS,281,104,0,213,0,0,1,0,1,0,0,0,44,0,363,18,381
6,MATAMOROS,282,309,0,314,0,0,59,6,5,3,0,0,38,0,734,7,741
6,MATAMOROS,283,241,0,363,0,0,10,12,7,3,0,0,119,0,755,22,777
6,MATAMOROS,284,145,0,509,0,0,7,6,3,12,0,0,317,0,999,29,1028
6,MATAMOROS,285,107,0,461,0,0,6,8,5,6,0,0,184,0,777,23,800
6,MATAMOROS,286,129,0,485,0,0,8,8,4,12,0,0,268,0,914,20,934
6,MATAMOROS,287,89,0,555,0,0,7,9,7,4,0,0,374,0,1045,26,1071
6,MATAMOROS,288,205,0,660,0,0,12,9,4,9,0,0,317,0,1216,27,1243
6,MATAMOROS,289,205,0,360,0,0,14,8,4,5,0,0,17,0,613,16,629
6,MATAMOROS,290,321,0,538,0,0,16,16,3,7,0,0,177,0,1078,28,1106
6,MATAMOROS,291,202,0,754,0,0,11,4,3,7,0,0,58,0,1039,13,1052
6,MATAMOROS,292,173,0,289,0,0,5,3,3,3,0,0,50,0,526,11,537
6,MATAMOROS,293,148,0,499,0,0,11,6,3,3,0,0,164,0,834,12,846
6,MATAMOROS,294,185,0,336,0,0,29,10,3,3,0,0,127,0,693,17,710
6,MATAMOROS,295,50,0,193,0,0,7,3,1,3,0,0,129,0,386,9,395
6,MATAMOROS,296,121,0,386,0,0,6,10,5,3,0,0,95,0,626,16,642
6,MATAMOROS,297,375,0,547,0,0,46,12,6,2,0,0,101,0,1089,23,1112
6,MATAMOROS,298,161,0,355,0,0,30,7,8,2,0,0,55,0,618,18,636
6,MATAMOROS,299,74,0,183,0,0,3,8,1,1,0,0,53,0,323,17,340
6,MATAMOROS,300,75,0,163,0,0,5,1,3,1,0,0,99,0,347,9,356
6,MATAMOROS,301,124,0,131,0,0,2,23,10,1,0,0,55,0,346,22,368
6,MATAMOROS,302,79,0,218,0,0,11,43,8,6,0,0,101,0,466,12,478
6,MATAMOROS,303,205,0,284,0,0,14,11,3,1,0,0,18,0,536,17,553
6,MATAMOROS,304,300,0,274,0,0,9,28,4,4,0,0,70,0,689,26,715
6,MATAMOROS,305,332,0,800,0,0,27,46,14,9,0,0,43,0,1271,50,1321
6,MATAMOROS,306,282,0,561,0,0,4,36,8,2,0,0,102,0,995,33,1028
6,MATAMOROS,307,317,0,571,0,0,3,32,11,5,0,0,92,0,1031,24,1055
6,MATAMOROS,308,215,0,188,0,0,24,126,2,5,0,0,30,0,590,17,607
6,MATAMOROS,309,39,0,170,0,0,3,28,3,1,0,0,52,0,296,13,309
6,MATAMOROS,310,254,0,435,0,0,40,15,6,5,0,0,57,0,812,24,836
6,MATAMOROS,311,68,0,281,0,0,1,40,5,1,0,0,41,0,437,14,451
6,MATAMOROS,312,311,0,497,0,0,7,15,5,18,0,0,162,0,1015,52,1067
6,MATAMOROS,313,99,0,181,0,0,2,20,2,2,0,0,61,0,367,14,381
6,MATAMOROS,314,109,0,235,0,0,3,37,3,4,0,0,93,0,484,16,500
6,MATAMOROS,315,69,0,106,0,0,0,4,0,0,0,0,40,0,219,6,225
6,MATAMOROS,316,16,0,104,0,0,2,4,1,0,0,0,1,0,128,3,131
6,MATAMOROS,317,52,0,111,0,0,1,4,3,0,0,0,11,0,182,12,194
6,MATAMOROS,318,143,0,337,0,0,5,6,5,5,0,0,21,0,522,11,533
11,MONCLOVA,319,215,0,0,410,0,7,10,8,11,0,9,0,0,670,173,843
12,MONCLOVA,320,195,0,394,0,0,18,23,11,8,0,0,0,0,649,12,661
12,MONCLOVA,321,313,0,427,0,0,11,18,12,7,0,0,0,0,788,27,815
12,MONCLOVA,322,316,0,242,0,0,15,68,11,7,0,0,0,0,659,14,673
12,MONCLOVA,323,261,0,346,0,0,20,16,16,12,0,0,0,0,671,25,696
11,MONCLOVA,324,204,0,0,199,0,13,9,6,10,0,4,0,0,445,10,455
11,MONCLOVA,325,418,0,0,638,0,18,14,12,13,0,12,0,0,1125,30,1155
11,MONCLOVA,326,888,0,0,899,0,50,31,30,27,0,115,0,0,2040,51,2091
12,MONCLOVA,327,247,0,304,0,0,22,20,12,5,0,0,0,0,610,17,627
12,MONCLOVA,328,221,0,355,0,0,8,10,11,6,0,0,0,0,611,16,627
12,MONCLOVA,329,158,0,275,0,0,5,9,6,7,0,0,0,0,460,10,470
12,MONCLOVA,330,236,0,310,0,0,5,23,7,5,0,0,0,0,586,17,603
12,MONCLOVA,331,323,0,470,0,0,1,20,16,1,0,0,0,0,831,17,848
11,MONCLOVA,332,673,0,0,402,0,18,12,16,23,0,8,0,0,1152,30,1182
11,MONCLOVA,333,785,0,0,868,0,42,28,32,17,0,15,0,0,1787,24,1811
11,MONCLOVA,334,615,0,0,364,0,34,19,14,12,0,6,0,0,1064,22,1086
11,MONCLOVA,335,498,0,0,422,0,19,25,16,18,0,3,0,0,1001,20,1021
12,MONCLOVA,336,322,0,266,0,0,11,13,9,6,0,0,0,0,627,15,642
12,MONCLOVA,337,702,0,1116,0,0,29,50,36,10,0,0,0,0,1943,57,2000
12,MONCLOVA,338,238,0,348,0,0,8,16,6,11,0,0,0,0,627,18,645
12,MONCLOVA,339,278,0,421,0,0,15,19,23,8,0,0,0,0,764,23,787
12,MONCLOVA,340,346,0,296,0,0,22,23,6,5,0,0,0,0,698,22,720
11,MONCLOVA,341,436,0,0,423,0,8,24,11,7,0,4,0,0,913,31,944
11,MONCLOVA,342,389,0,0,358,0,21,13,7,13,0,4,0,0,805,34,839
11,MONCLOVA,343,372,0,0,321,0,11,19,16,20,0,10,0,0,769,25,794
11,MONCLOVA,344,306,0,0,330,0,20,20,8,16,0,9,0,0,709,20,729
12,MONCLOVA,345,326,0,335,0,0,24,31,12,5,0,0,0,0,733,24,757
12,MONCLOVA,346,254,0,340,0,0,11,21,19,6,0,0,0,0,651,21,672
12,MONCLOVA,347,411,0,586,0,0,10,21,32,6,0,0,0,0,1066,24,1090
12,MONCLOVA,348,316,0,465,0,0,11,16,13,6,0,0,0,0,827,35,862
12,MONCLOVA,349,307,0,430,0,0,4,13,39,10,0,0,0,0,803,23,826
12,MONCLOVA,350,337,0,389,0,0,2,8,10,5,0,0,0,0,751,30,781
12,MONCLOVA,351,278,0,478,0,0,14,16,37,3,0,0,0,0,826,28,854
12,MONCLOVA,352,234,0,359,0,0,12,12,6,5,0,0,0,0,628,22,650
12,MONCLOVA,353,245,0,274,0,0,22,19,5,7,0,0,0,0,572,18,590
12,MONCLOVA,354,153,0,143,0,0,8,3,7,3,0,0,0,0,317,197,514
11,MONCLOVA,355,448,0,0,222,0,22,7,8,11,0,2,0,0,720,21,741
11,MONCLOVA,356,368,0,0,467,0,15,16,15,17,0,2,0,0,900,28,928
11,MONCLOVA,357,902,0,0,414,0,34,29,19,27,0,9,0,0,1434,44,1478
12,MONCLOVA,358,230,0,229,0,0,5,11,5,3,0,0,0,0,483,8,491
12,MONCLOVA,359,207,0,348,0,0,8,11,22,6,0,0,0,0,602,14,616
12,MONCLOVA,360,265,0,374,0,0,5,14,18,5,0,0,0,0,681,22,703
12,MONCLOVA,361,300,0,479,0,0,13,28,13,18,0,0,0,0,851,28,879
12,MONCLOVA,362,406,0,497,0,0,10,29,26,9,0,0,0,0,977,25,1002
12,MONCLOVA,363,117,0,272,0,0,3,8,7,3,0,0,0,0,410,9,419
12,MONCLOVA,364,278,0,447,0,0,20,9,7,6,0,0,0,0,767,28,795
12,MONCLOVA,365,182,0,236,0,0,1,8,11,1,0,0,0,0,439,8,447
12,MONCLOVA,366,155,0,123,0,0,11,7,2,2,0,0,0,0,300,9,309
12,MONCLOVA,367,240,0,291,0,0,13,21,9,4,0,0,0,0,578,10,588
12,MONCLOVA,368,377,0,236,0,0,13,11,3,12,0,0,0,0,652,19,671
11,MONCLOVA,369,565,0,0,361,0,14,10,12,25,0,4,0,0,991,35,1026
11,MONCLOVA,370,314,0,0,659,0,13,23,15,10,0,2,0,0,1036,38,1074
11,MONCLOVA,371,332,0,0,661,0,11,17,34,11,0,3,0,0,1069,30,1099
11,MONCLOVA,372,531,0,0,405,0,21,17,29,18,0,10,0,0,1031,27,1058
11,MONCLOVA,373,513,0,0,293,0,21,15,25,17,0,4,0,0,888,20,908
12,MONCLOVA,374,204,0,209,0,0,10,12,10,3,0,0,0,0,448,4,452
12,MONCLOVA,375,183,0,178,0,0,11,12,5,5,0,0,0,0,394,11,405
12,MONCLOVA,376,214,0,410,0,0,6,19,5,3,0,0,0,0,657,30,687
12,MONCLOVA,377,613,0,834,0,0,11,49,19,18,0,0,0,0,1544,42,1586
12,MONCLOVA,378,298,0,311,0,0,8,31,14,30,0,0,0,0,692,27,719
12,MONCLOVA,379,231,0,462,0,0,19,28,11,4,0,0,0,0,755,32,787
12,MONCLOVA,380,187,0,158,0,0,8,15,6,4,0,0,0,0,378,8,386
12,MONCLOVA,381,319,0,254,0,0,10,8,8,10,0,0,0,0,609,19,628
11,MONCLOVA,382,368,0,0,359,0,10,15,12,14,0,3,0,0,781,20,801
11,MONCLOVA,383,585,0,0,347,0,14,14,55,19,0,4,0,0,1038,21,1059
11,MONCLOVA,384,262,0,0,595,0,8,6,11,13,0,2,0,0,897,17,914
11,MONCLOVA,385,408,0,0,521,0,15,22,25,7,0,11,0,0,1009,23,1032
11,MONCLOVA,386,228,0,0,423,0,17,11,12,7,0,3,0,0,701,16,717
11,MONCLOVA,387,310,0,0,496,0,15,24,17,4,0,3,0,0,869,24,893
11,MONCLOVA,388,166,0,0,247,0,4,9,4,5,0,4,0,0,439,11,450
11,MONCLOVA,389,190,0,0,272,0,16,9,6,5,0,0,0,0,498,12,510
11,MONCLOVA,390,370,0,0,289,0,14,14,14,4,0,4,0,0,709,24,733
12,MONCLOVA,391,251,0,231,0,0,7,15,13,11,0,0,0,0,528,15,543
12,MONCLOVA,392,295,0,319,0,0,14,25,10,6,0,0,0,0,669,17,686
12,MONCLOVA,393,191,0,246,0,0,13,17,6,2,0,0,0,0,475,8,483
12,MONCLOVA,394,147,0,134,0,0,1,1,1,0,0,0,0,0,284,3,287
12,MONCLOVA,395,179,0,284,0,0,8,16,12,0,0,0,0,0,499,12,511
12,MONCLOVA,396,283,0,345,0,0,6,29,8,6,0,0,0,0,677,19,696
12,MONCLOVA,397,287,0,377,0,0,12,32,16,6,0,0,0,0,730,9,739
12,MONCLOVA,398,388,0,429,0,0,9,28,15,5,0,0,0,0,874,23,897
12,MONCLOVA,399,300,0,414,0,0,19,24,14,6,0,0,0,0,777,275,1052
12,MONCLOVA,400,236,0,146,0,0,8,7,6,2,0,0,0,0,405,15,420
12,MONCLOVA,401,228,0,172,0,0,14,19,8,2,0,0,0,0,443,5,448
11,MONCLOVA,402,330,0,0,354,0,15,16,16,9,0,3,0,0,743,28,771
11,MONCLOVA,403,232,0,0,288,0,3,15,16,3,0,3,0,0,560,17,577
11,MONCLOVA,404,318,0,0,386,0,13,15,18,2,0,5,0,0,757,26,783
11,MONCLOVA,405,320,0,0,389,0,10,24,13,7,0,0,0,0,763,16,779
11,MONCLOVA,406,274,0,0,405,0,8,13,6,7,0,2,0,0,715,26,741
11,MONCLOVA,407,353,0,0,434,0,13,14,13,9,0,1,0,0,837,28,865
11,MONCLOVA,408,337,0,0,351,0,15,18,10,4,0,0,0,0,735,12,747
12,MONCLOVA,409,181,0,136,0,0,5,12,5,2,0,0,0,0,341,9,350
12,MONCLOVA,410,210,0,278,0,0,14,11,8,3,0,0,0,0,524,14,538
12,MONCLOVA,411,226,0,248,0,0,8,25,4,4,0,0,0,0,515,10,525
12,MONCLOVA,412,408,0,480,0,0,24,21,32,8,0,0,0,0,973,26,999
12,MONCLOVA,413,323,0,441,0,0,8,17,22,5,0,0,0,0,816,17,833
12,MONCLOVA,414,205,0,424,0,0,6,20,10,3,0,0,0,0,668,18,686
12,MONCLOVA,415,306,0,567,0,0,12,38,21,2,0,0,0,0,946,19,965
12,MONCLOVA,416,355,0,496,0,0,16,22,17,6,0,0,0,0,912,29,941
11,MONCLOVA,417,237,0,0,280,0,10,13,3,3,0,2,0,0,548,13,561
11,MONCLOVA,418,146,0,0,163,0,2,5,4,6,0,1,0,0,327,14,341
12,MONCLOVA,419,385,0,425,0,0,21,15,6,7,0,0,0,0,859,22,881
12,MONCLOVA,420,306,0,358,0,0,9,20,6,9,0,0,0,0,708,17,725
12,MONCLOVA,421,130,0,242,0,0,7,8,17,4,0,0,0,0,408,9,417
12,MONCLOVA,422,303,0,429,0,0,14,18,9,2,0,0,0,0,775,28,803
12,MONCLOVA,423,87,0,107,0,0,5,6,2,9,0,0,0,0,216,10,226
12,MONCLOVA,424,313,0,258,0,0,17,60,8,32,0,0,0,0,688,37,725
12,MONCLOVA,425,268,0,274,0,0,20,43,11,10,0,0,0,0,626,16,642
12,MONCLOVA,426,154,0,313,0,0,13,24,10,5,0,0,0,0,519,7,526
12,MONCLOVA,427,200,0,371,0,0,13,13,9,7,0,0,0,0,613,14,627
12,MONCLOVA,428,321,0,277,0,0,14,30,9,18,0,0,0,0,669,16,685
12,MONCLOVA,429,267,0,258,0,0,33,56,13,15,0,0,0,0,642,25,667
12,MONCLOVA,430,332,0,370,0,0,20,44,16,8,0,0,0,0,790,20,810
12,MONCLOVA,431,801,0,1225,0,0,31,89,26,30,0,0,0,0,2202,61,2263
12,MONCLOVA,432,258,0,326,0,0,11,18,10,5,0,0,0,0,628,31,659
12,MONCLOVA,433,403,0,418,0,0,23,73,14,8,0,0,0,0,939,29,968
12,MONCLOVA,434,310,0,306,0,0,16,129,11,7,0,0,0,0,779,18,797
12,MONCLOVA,435,180,0,167,0,0,3,9,5,16,0,0,0,0,380,9,389
12,MONCLOVA,436,859,0,967,0,0,53,110,36,22,0,0,0,0,2047,40,2087
12,MONCLOVA,437,319,0,484,0,0,39,87,12,5,0,0,0,0,946,22,968
12,MONCLOVA,438,399,0,500,0,0,71,61,15,27,0,0,0,0,1073,30,1103
12,MONCLOVA,439,350,0,292,0,0,16,33,12,10,0,0,0,0,713,16,729
12,MONCLOVA,440,177,0,251,0,0,4,14,4,2,0,0,0,0,452,4,456
12,MONCLOVA,441,566,0,245,0,0,16,27,9,3,0,0,0,0,866,9,875
12,MONCLOVA,442,82,0,121,0,0,3,6,4,2,0,0,0,0,218,6,224
12,MONCLOVA,443,17,0,32,0,0,7,0,2,5,0,0,0,0,63,0,63
14,MORELOS,444,320,0,361,0,0,8,1,6,3,0,0,0,0,699,17,716
14,MORELOS,445,328,0,339,0,0,12,5,6,1,0,0,0,0,691,17,708
14,MORELOS,446,334,0,391,0,0,17,7,5,2,0,0,0,0,756,9,765
14,MORELOS,447,277,0,338,0,0,6,8,5,2,0,0,0,0,636,24,660
14,MORELOS,448,223,0,350,0,0,3,5,2,3,0,0,0,0,586,9,595
14,MORELOS,449,214,0,324,0,0,7,3,3,10,0,0,0,0,561,17,578
13,MUZQUIZ,450,429,0,0,0,469,5,45,12,7,6,0,25,3,1001,197,1198
13,MUZQUIZ,451,469,0,0,0,368,20,25,10,8,2,2,10,1,915,37,952
13,MUZQUIZ,452,370,0,0,0,380,16,29,11,5,1,2,33,1,848,31,879
13,MUZQUIZ,453,342,0,0,0,398,12,14,11,4,2,0,13,2,798,33,831
13,MUZQUIZ,454,448,0,0,0,413,17,27,7,7,1,0,7,3,930,24,954
13,MUZQUIZ,455,310,0,0,0,375,4,5,2,5,0,1,11,1,714,15,729
13,MUZQUIZ,456,229,0,0,0,356,7,34,9,2,3,1,5,2,648,28,676
13,MUZQUIZ,457,378,0,0,0,361,20,14,4,4,5,3,17,4,810,17,827
13,MUZQUIZ,458,564,0,0,0,701,30,27,17,2,13,3,26,1,1384,67,1451
13,MUZQUIZ,459,241,0,0,0,298,14,13,9,3,2,2,35,0,617,21,638
13,MUZQUIZ,460,355,0,0,0,420,19,18,8,3,2,3,52,2,882,18,900
13,MUZQUIZ,461,341,0,0,0,442,13,20,5,1,4,0,13,2,841,23,864
13,MUZQUIZ,462,328,0,0,0,274,28,10,3,5,5,2,20,3,678,20,698
13,MUZQUIZ,463,272,0,0,0,340,18,13,7,1,1,0,35,2,689,13,702
13,MUZQUIZ,464,317,0,0,0,322,11,10,4,5,2,3,10,1,685,32,717
13,MUZQUIZ,465,142,0,0,0,149,8,0,3,1,0,0,8,0,311,1,312
13,MUZQUIZ,466,214,0,0,0,133,5,3,3,8,1,1,7,0,375,4,379
13,MUZQUIZ,467,339,0,0,0,310,24,20,4,2,3,1,16,9,728,24,752
13,MUZQUIZ,468,254,0,0,0,424,16,20,7,5,4,1,17,1,749,24,773
13,MUZQUIZ,469,357,0,0,0,463,9,21,5,7,2,1,15,1,881,25,906
13,MUZQUIZ,470,380,0,0,0,509,17,22,11,6,4,6,19,1,975,30,1005
13,MUZQUIZ,473,148,0,0,0,153,5,18,4,1,0,1,4,1,335,22,357
13,MUZQUIZ,474,137,0,0,0,187,6,2,2,2,1,0,2,2,341,20,361
13,MUZQUIZ,475,341,0,0,0,532,5,14,3,1,7,1,13,0,917,21,938
13,MUZQUIZ,476,308,0,0,0,380,25,15,4,2,3,1,5,1,744,10,754
13,MUZQUIZ,477,185,0,0,0,371,15,5,6,3,4,2,7,0,598,15,613
13,MUZQUIZ,478,294,0,0,0,478,23,9,1,1,7,2,16,3,834,16,850
13,MUZQUIZ,479,395,0,0,0,426,12,7,4,4,4,1,6,1,860,18,878
13,MUZQUIZ,480,219,0,0,0,319,12,14,2,1,1,2,13,0,583,11,594
13,MUZQUIZ,481,271,0,0,0,411,12,12,4,2,6,1,9,4,732,11,743
13,MUZQUIZ,482,257,0,0,0,310,7,9,3,2,3,2,13,0,606,11,617
13,MUZQUIZ,483,280,0,0,0,367,4,9,5,6,2,2,8,0,683,20,703
13,MUZQUIZ,484,164,0,0,0,273,3,6,2,2,3,1,11,0,465,8,473
13,MUZQUIZ,485,197,0,0,0,248,6,14,1,5,4,0,5,2,482,15,497
13,MUZQUIZ,486,254,0,0,0,304,9,6,7,1,4,2,5,0,592,14,606
13,MUZQUIZ,487,114,0,0,0,219,11,8,1,1,0,1,9,1,365,12,377
13,MUZQUIZ,488,119,0,0,0,183,6,5,2,3,1,1,2,3,325,10,335
13,MUZQUIZ,489,171,0,0,0,423,12,5,7,6,10,2,4,0,640,8,648
13,MUZQUIZ,490,198,0,0,0,391,4,8,3,3,4,0,2,5,618,17,635
13,MUZQUIZ,491,55,0,0,0,112,2,1,1,0,1,0,1,2,175,3,178
13,MUZQUIZ,492,346,0,0,0,667,24,7,2,4,2,3,7,1,1063,14,1077
13,MUZQUIZ,493,248,0,0,0,435,20,6,3,2,11,1,8,2,736,24,760
13,MUZQUIZ,494,122,0,0,0,188,3,3,1,0,0,7,0,0,324,5,329
13,MUZQUIZ,495,209,0,0,0,418,17,4,2,4,6,1,6,3,670,13,683
13,MUZQUIZ,496,157,0,0,0,223,11,2,3,0,1,0,2,0,399,7,406
13,MUZQUIZ,497,111,0,0,0,325,13,4,1,1,2,1,3,2,463,0,463
13,MUZQUIZ,498,106,0,0,0,212,2,4,4,1,4,1,1,0,335,6,341
13,MUZQUIZ,499,187,0,0,0,369,11,3,6,2,2,0,4,1,585,20,605
11,NADADORES,500,228,0,0,335,0,4,9,0,4,0,1,0,0,581,14,595
11,NADADORES,501,340,0,0,405,0,9,12,5,2,0,1,0,0,774,21,795
11,NADADORES,502,186,0,0,318,0,6,16,7,1,0,0,0,0,534,11,545
11,NADADORES,503,184,0,0,350,0,8,7,2,1,0,1,0,0,553,15,568
11,NADADORES,504,27,0,0,202,0,2,2,0,1,0,1,0,0,235,81,316
11,NADADORES,505,125,0,0,375,0,2,5,2,2,0,0,0,0,511,20,531
11,NADADORES,506,46,0,0,41,0,2,2,0,0,0,1,0,0,92,4,96
11,NADADORES,507,34,0,0,69,0,3,3,0,1,0,1,0,0,111,4,115
14,NAVA,508,490,0,555,0,0,15,10,5,3,0,0,0,0,1078,34,1112
14,NAVA,509,249,0,294,0,0,4,1,4,2,0,0,0,0,554,10,564
14,NAVA,510,360,0,561,0,0,16,5,6,3,0,0,0,0,951,18,969
14,NAVA,511,367,0,482,0,0,16,7,5,4,0,0,0,0,881,20,901
14,NAVA,512,463,0,593,0,0,12,7,8,8,0,0,0,0,1091,32,1123
14,NAVA,513,231,0,364,0,0,7,5,5,1,0,0,0,0,613,22,635
14,NAVA,514,202,0,329,0,0,8,4,1,0,0,0,0,0,544,10,554
14,NAVA,515,332,0,501,0,0,10,3,6,4,0,0,0,0,856,31,887
14,NAVA,516,376,0,532,0,0,14,8,11,9,0,0,0,0,950,30,980
14,NAVA,517,227,0,327,0,0,9,3,5,1,0,0,0,0,572,12,584
14,NAVA,518,422,0,668,0,0,11,6,5,3,0,0,0,0,1115,16,1131
14,NAVA,519,296,0,461,0,0,5,7,12,2,0,0,0,0,783,23,806
14,NAVA,520,89,0,162,0,0,5,6,2,1,0,0,0,0,265,18,283
14,NAVA,521,43,0,95,0,0,2,2,3,0,0,0,0,0,145,3,148
14,NAVA,522,29,0,18,0,0,1,2,0,0,0,0,0,0,50,1,51
14,NAVA,523,84,0,128,0,0,3,8,2,0,0,0,0,0,225,7,232
14,NAVA,525,7,0,20,0,0,0,0,0,0,0,0,0,0,27,1,28
11,OCAMPO,526,324,0,0,471,0,16,10,7,3,0,0,0,0,831,27,858
11,OCAMPO,527,195,0,0,412,0,18,16,4,5,0,3,0,0,653,14,667
11,OCAMPO,528,23,0,0,69,0,3,7,0,1,0,2,0,0,105,6,111
11,OCAMPO,529,49,0,0,98,0,0,2,0,1,0,0,0,0,150,3,153
11,OCAMPO,530,45,0,0,118,0,2,5,2,2,0,0,0,0,174,4,178
11,OCAMPO,531,22,0,0,48,0,1,0,1,0,0,0,0,0,72,1,73
11,OCAMPO,532,177,0,0,391,0,11,1,2,2,0,3,0,0,587,29,616
11,OCAMPO,533,2,0,0,8,0,0,0,0,0,0,0,0,0,10,0,10
11,OCAMPO,534,21,0,0,100,0,4,4,4,1,0,0,0,0,134,7,141
11,OCAMPO,535,19,0,0,84,0,0,0,1,0,0,1,0,0,105,2,107
11,OCAMPO,536,43,0,0,99,0,2,5,0,1,0,1,0,0,151,7,158
11,OCAMPO,537,57,0,0,60,0,5,2,1,3,0,0,0,0,128,4,132
