tla2010aycasilla,,,,,,,,,,,,,,,,,,,,,,,,
300,29,279,18,CONTLA DE JUAN CUAMATZI,1,B,66,286,,,47,,,,,,56,,6,,,,,16
301,29,279,18,CONTLA DE JUAN CUAMATZI,1,C,68,304,,,36,,,,,,55,,6,,,,,11
302,29,280,18,CONTLA DE JUAN CUAMATZI,1,B,66,74,,,8,,,,,,88,,8,,,,,6
303,29,281,18,CONTLA DE JUAN CUAMATZI,1,B,162,126,,,26,,,,,,114,,9,,,,,15
304,29,281,18,CONTLA DE JUAN CUAMATZI,1,C,185,96,,,35,,,,,,79,,16,,,,,18
305,29,282,18,CONTLA DE JUAN CUAMATZI,1,B,48,120,,,11,,,,,,10,,12,,,,,13
306,29,283,18,CONTLA DE JUAN CUAMATZI,1,B,146,153,,,4,,,,,,81,,8,,,,,9
307,29,283,18,CONTLA DE JUAN CUAMATZI,1,C,114,165,,,14,,,,,,88,,8,,,,,15
849,29,284,19,TEPETITLA DE LARDIZABAL,1,B,107,16,,,17,,,,,22,,116,19,40,65,,2,15
850,29,284,19,TEPETITLA DE LARDIZABAL,1,C,90,10,,,13,,,,,24,,101,26,75,55,,6,14
851,29,285,19,TEPETITLA DE LARDIZABAL,1,B,116,9,,,32,,,,,7,,96,23,20,88,,5,32
852,29,285,19,TEPETITLA DE LARDIZABAL,1,C,111,16,,,37,,,,,10,,110,31,16,81,,11,12
853,29,286,19,TEPETITLA DE LARDIZABAL,1,B,119,11,,,36,,,,,8,,81,20,44,87,,1,9
854,29,286,19,TEPETITLA DE LARDIZABAL,1,C,95,17,,,34,,,,,14,,55,44,65,92,,2,15
855,29,286,19,TEPETITLA DE LARDIZABAL,2,C,123,18,,,36,,,,,17,,47,43,59,65,,7,11
856,29,287,19,TEPETITLA DE LARDIZABAL,1,B,112,27,,,20,,,,,20,,54,32,66,92,,8,45
857,29,287,19,TEPETITLA DE LARDIZABAL,1,C,129,19,,,24,,,,,14,,66,39,79,89,,4,27
858,29,288,19,TEPETITLA DE LARDIZABAL,1,B,80,62,,,6,,,,,8,,23,133,32,16,,6,19
859,29,288,19,TEPETITLA DE LARDIZABAL,1,C,88,52,,,12,,,,,6,,19,148,34,29,,5,20
860,29,288,19,TEPETITLA DE LARDIZABAL,2,C,74,60,,,16,,,,,6,,17,145,26,31,,11,11
861,29,289,19,TEPETITLA DE LARDIZABAL,1,B,104,48,,,15,,,,,20,,21,184,23,8,,6,22
862,29,289,19,TEPETITLA DE LARDIZABAL,1,C,100,49,,,12,,,,,18,,18,178,17,15,,4,26
863,29,290,19,TEPETITLA DE LARDIZABAL,1,B,57,63,,,29,,,,,19,,45,221,18,9,,12,23
864,29,290,19,TEPETITLA DE LARDIZABAL,1,C,72,63,,,23,,,,,16,,29,240,18,23,,9,16
865,29,290,19,TEPETITLA DE LARDIZABAL,2,C,66,53,,,22,,,,,16,,43,268,15,6,,3,10
866,29,291,19,TEPETITLA DE LARDIZABAL,1,B,131,36,,,15,,,,,6,,44,49,26,26,,5,10
755,29,292,20,SANCTORUM DE LAZARO CARDENAS,1,B,55,,97,,1,,,,21,,,,,198,11,,,21
756,29,292,20,SANCTORUM DE LAZARO CARDENAS,1,C,38,,81,,2,,,,24,,,,,235,14,,,17
757,29,293,20,SANCTORUM DE LAZARO CARDENAS,1,B,95,,116,,0,,,,15,,,,,170,11,,,19
758,29,293,20,SANCTORUM DE LAZARO CARDENAS,1,C,61,,135,,0,,,,17,,,,,177,12,,,20
759,29,294,20,SANCTORUM DE LAZARO CARDENAS,1,B,52,,106,,0,,,,11,,,,,150,6,,,27
760,29,294,20,SANCTORUM DE LAZARO CARDENAS,1,C,58,,114,,1,,,,3,,,,,135,9,,,21
761,29,297,20,SANCTORUM DE LAZARO CARDENAS,1,B,209,,39,,4,,,,3,,,,,136,14,,,15
762,29,297,20,SANCTORUM DE LAZARO CARDENAS,1,C,183,,43,,1,,,,7,,,,,160,15,,,16
763,29,298,20,SANCTORUM DE LAZARO CARDENAS,1,B,223,,94,,2,,,,4,,,,,158,15,,,11
764,29,298,20,SANCTORUM DE LAZARO CARDENAS,1,E,79,,10,,1,,,,5,,,,,66,9,,,4
551,29,299,21,NANACAMILPA DE MARIANO ARISTA,1,B,91,73,,,136,,,,,,4,28,13,41,20,,,16
552,29,299,21,NANACAMILPA DE MARIANO ARISTA,1,C,81,59,,,153,,,,,,9,24,15,20,20,,,18
553,29,299,21,NANACAMILPA DE MARIANO ARISTA,2,C,85,46,,,168,,,,,,7,26,20,25,13,,,17
554,29,300,21,NANACAMILPA DE MARIANO ARISTA,1,B,108,85,,,91,,,,,,7,38,8,30,12,,,12
555,29,300,21,NANACAMILPA DE MARIANO ARISTA,1,C,112,73,,,99,,,,,,9,32,5,46,13,,,16
556,29,301,21,NANACAMILPA DE MARIANO ARISTA,1,B,95,91,,,79,,,,,,8,58,7,71,12,,,23
557,29,301,21,NANACAMILPA DE MARIANO ARISTA,1,C,86,123,,,80,,,,,,8,57,7,47,28,,,17
558,29,301,21,NANACAMILPA DE MARIANO ARISTA,2,C,89,95,,,83,,,,,,2,46,12,49,19,,,21
559,29,302,21,NANACAMILPA DE MARIANO ARISTA,1,B,90,118,,,69,,,,,,10,36,25,47,9,,,0
560,29,302,21,NANACAMILPA DE MARIANO ARISTA,1,C,96,101,,,66,,,,,,6,37,30,41,18,,,12
561,29,302,21,NANACAMILPA DE MARIANO ARISTA,2,C,70,104,,,102,,,,,,2,34,35,32,9,,,12
562,29,303,21,NANACAMILPA DE MARIANO ARISTA,1,B,43,57,,,62,,,,,,2,29,8,61,7,,,5
563,29,303,21,NANACAMILPA DE MARIANO ARISTA,1,C,58,66,,,55,,,,,,3,32,12,35,10,,,6
564,29,304,21,NANACAMILPA DE MARIANO ARISTA,1,B,61,83,,,16,,,,,,2,55,11,50,2,,,17
565,29,304,21,NANACAMILPA DE MARIANO ARISTA,1,C,68,86,,,15,,,,,,4,73,9,37,1,,,22
566,29,305,21,NANACAMILPA DE MARIANO ARISTA,1,B,51,82,,,24,,,,,,2,11,3,25,3,,,6
567,29,306,21,NANACAMILPA DE MARIANO ARISTA,1,B,11,43,,,15,,,,,,3,13,1,6,1,,,0
568,29,307,21,NANACAMILPA DE MARIANO ARISTA,1,B,49,80,,,37,,,,,,2,23,11,47,1,,,18
569,29,308,21,NANACAMILPA DE MARIANO ARISTA,1,B,87,81,,,61,,,,,,6,12,21,74,4,,,11
570,29,308,21,NANACAMILPA DE MARIANO ARISTA,1,C,83,88,,,80,,,,,,2,14,16,49,8,,,14
1,29,309,22,ACUAMANALA DE MIGUEL HIDALGO,1,B,101,,222,,82,,,,,24,,,3,,,,,9
2,29,309,22,ACUAMANALA DE MIGUEL HIDALGO,1,C,92,,208,,107,,,,,15,,,3,,,,,10
3,29,310,22,ACUAMANALA DE MIGUEL HIDALGO,1,B,127,,133,,133,,,,,33,,,7,,,,,7
4,29,310,22,ACUAMANALA DE MIGUEL HIDALGO,1,C,121,,145,,101,,,,,22,,,8,,,,,11
5,29,311,22,ACUAMANALA DE MIGUEL HIDALGO,1,B,108,,143,,73,,,,,17,,,2,,,,,13
6,29,311,22,ACUAMANALA DE MIGUEL HIDALGO,1,C,109,,106,,106,,,,,13,,,1,,,,,7
7,29,312,22,ACUAMANALA DE MIGUEL HIDALGO,1,B,144,,145,,108,,,,,9,,,1,,,,,6
571,29,318,23,NATIVITAS,1,B,38,,127,,5,,,,89,,,2,13,,,,,8
572,29,318,23,NATIVITAS,1,C,42,,129,,9,,,,90,,,0,12,,,,,9
573,29,319,23,NATIVITAS,1,B,91,,94,,33,,,,204,,,3,39,,,,,12
574,29,319,23,NATIVITAS,1,C,99,,124,,30,,,,187,,,2,31,,,,,12
575,29,319,23,NATIVITAS,2,C,93,,125,,27,,,,179,,,3,28,,,,,18
576,29,320,23,NATIVITAS,1,B,56,,151,,22,,,,118,,,3,27,,,,,11
577,29,321,23,NATIVITAS,1,B,41,,118,,19,,,,153,,,0,93,,,,,0
578,29,322,23,NATIVITAS,1,B,65,,94,,23,,,,106,,,1,24,,,,,10
579,29,322,23,NATIVITAS,1,C,51,,88,,17,,,,140,,,2,37,,,,,9
580,29,323,23,NATIVITAS,1,B,18,,60,,366,,,,36,,,1,1,,,,,25
581,29,323,23,NATIVITAS,1,C,6,,67,,358,,,,34,,,0,3,,,,,14
582,29,324,23,NATIVITAS,1,B,11,,72,,263,,,,25,,,0,2,,,,,14
583,29,325,23,NATIVITAS,1,B,81,,69,,41,,,,138,,,3,48,,,,,16
584,29,325,23,NATIVITAS,1,C,67,,95,,65,,,,120,,,4,33,,,,,21
585,29,326,23,NATIVITAS,1,B,48,,118,,45,,,,165,,,2,32,,,,,19
586,29,326,23,NATIVITAS,1,C,42,,145,,51,,,,180,,,0,26,,,,,21
587,29,326,23,NATIVITAS,2,C,33,,174,,42,,,,173,,,3,36,,,,,17
588,29,327,23,NATIVITAS,1,B,72,,111,,32,,,,301,,,1,11,,,,,23
589,29,327,23,NATIVITAS,1,C,65,,98,,28,,,,318,,,2,21,,,,,15
590,29,328,23,NATIVITAS,1,B,64,,156,,24,,,,164,,,4,35,,,,,29
591,29,329,23,NATIVITAS,1,B,54,,157,,27,,,,141,,,6,39,,,,,10
592,29,329,23,NATIVITAS,1,C,54,,173,,29,,,,135,,,2,36,,,,,10
593,29,330,23,NATIVITAS,1,B,53,,91,,26,,,,129,,,1,24,,,,,18
594,29,330,23,NATIVITAS,1,C,69,,119,,16,,,,94,,,1,41,,,,,0
595,29,331,23,NATIVITAS,1,B,85,,73,,5,,,,105,,,1,10,,,,,27
596,29,331,23,NATIVITAS,1,C,74,,103,,8,,,,98,,,1,21,,,,,15
597,29,332,24,PANOTLA,1,B,31,27,,,,,5,,,,2,2,3,2,,5,3,7
598,29,333,24,PANOTLA,1,B,37,121,,,,,21,,,,7,21,9,5,,16,5,15
599,29,333,24,PANOTLA,1,C,48,131,,,,,18,,,,6,20,13,7,,28,3,7
600,29,334,24,PANOTLA,1,B,33,75,,,,,14,,,,8,34,5,15,,123,4,16
601,29,334,24,PANOTLA,1,C,35,83,,,,,11,,,,15,38,14,17,,94,7,5
602,29,335,24,PANOTLA,1,B,33,93,,,,,10,,,,12,44,14,35,,120,12,13
603,29,336,24,PANOTLA,1,B,69,117,,,,,24,,,,11,71,12,56,,137,13,21
604,29,336,24,PANOTLA,1,C,69,105,,,,,22,,,,19,37,21,61,,152,13,25
605,29,336,24,PANOTLA,2,C,64,121,,,,,20,,,,41,44,11,41,,135,6,20
606,29,337,24,PANOTLA,1,B,45,71,,,,,19,,,,12,26,8,96,,115,6,26
607,29,337,24,PANOTLA,1,C,33,85,,,,,13,,,,5,32,8,76,,132,5,15
608,29,337,24,PANOTLA,2,C,41,78,,,,,19,,,,4,35,11,81,,108,10,12
609,29,338,24,PANOTLA,1,B,38,117,,,,,24,,,,7,17,82,47,,22,7,22
610,29,338,24,PANOTLA,1,C,45,98,,,,,39,,,,10,18,84,32,,13,17,30
611,29,338,24,PANOTLA,2,C,45,87,,,,,46,,,,4,18,78,48,,10,10,37
612,29,339,24,PANOTLA,1,B,129,109,,,,,19,,,,34,11,29,39,,18,14,33
613,29,340,24,PANOTLA,1,B,89,99,,,,,24,,,,16,14,16,62,,26,3,22
614,29,341,24,PANOTLA,1,B,15,39,,,,,4,,,,3,6,16,34,,7,0,3
615,29,342,24,PANOTLA,1,B,228,133,,,,,21,,,,35,14,13,44,,23,9,26
616,29,342,24,PANOTLA,1,C,231,122,,,,,10,,,,30,29,6,39,,23,14,37
617,29,343,24,PANOTLA,1,B,56,102,,,,,67,,,,22,8,58,56,,67,9,11
618,29,344,24,PANOTLA,1,B,92,159,,,,,20,,,,70,8,92,21,,20,1,9
619,29,345,24,PANOTLA,1,B,87,145,,,,,42,,,,63,14,20,34,,65,0,35
620,29,345,24,PANOTLA,1,C,97,171,,,,,30,,,,46,7,24,45,,47,1,16
621,29,346,24,PANOTLA,1,B,70,235,,,,,44,,,,58,5,4,30,,25,4,14
622,29,346,24,PANOTLA,1,C,68,222,,,,,68,,,,54,10,7,41,,44,7,0
623,29,347,24,PANOTLA,1,B,69,216,,,,,53,,,,43,16,6,57,,40,4,20
624,29,347,24,PANOTLA,1,C,52,232,,,,,61,,,,46,8,18,51,,36,14,10
696,29,350,25,SAN PABLO DEL MONTE,1,B,63,,,151,100,,,,,74,32,,,44,1,,2,16
697,29,350,25,SAN PABLO DEL MONTE,1,C,70,,,132,69,,,,,111,22,,,26,7,,1,18
698,29,350,25,SAN PABLO DEL MONTE,2,C,62,,,133,79,,,,,70,44,,,48,12,,2,0
699,29,350,25,SAN PABLO DEL MONTE,3,C,58,,,144,80,,,,,81,33,,,70,2,,3,21
700,29,350,25,SAN PABLO DEL MONTE,4,C,59,,,149,121,,,,,84,36,,,44,4,,1,20
701,29,351,25,SAN PABLO DEL MONTE,1,B,81,,,161,66,,,,,66,7,,,52,1,,0,23
702,29,351,25,SAN PABLO DEL MONTE,1,C,73,,,148,113,,,,,47,7,,,71,5,,0,19
703,29,351,25,SAN PABLO DEL MONTE,2,C,74,,,132,92,,,,,53,13,,,80,3,,2,0
704,29,351,25,SAN PABLO DEL MONTE,3,C,105,,,155,86,,,,,47,9,,,41,0,,0,16
705,29,352,25,SAN PABLO DEL MONTE,1,B,44,,,184,113,,,,,36,20,,,93,2,,2,13
706,29,352,25,SAN PABLO DEL MONTE,1,C,46,,,181,134,,,,,26,13,,,61,1,,3,20
707,29,352,25,SAN PABLO DEL MONTE,2,C,43,,,246,83,,,,,31,7,,,69,6,,0,17
708,29,353,25,SAN PABLO DEL MONTE,1,B,100,,,139,185,,,,,24,17,,,32,4,,5,10
709,29,353,25,SAN PABLO DEL MONTE,1,C,81,,,126,176,,,,,57,20,,,45,4,,1,14
710,29,353,25,SAN PABLO DEL MONTE,2,C,85,,,112,241,,,,,28,17,,,49,2,,0,18
711,29,354,25,SAN PABLO DEL MONTE,1,B,114,,,123,96,,,,,44,8,,,32,34,,1,7
712,29,354,25,SAN PABLO DEL MONTE,1,C,142,,,122,107,,,,,25,9,,,23,18,,3,13
713,29,354,25,SAN PABLO DEL MONTE,2,C,128,,,136,104,,,,,33,5,,,29,19,,3,12
714,29,354,25,SAN PABLO DEL MONTE,3,C,104,,,103,116,,,,,60,5,,,30,15,,2,23
715,29,355,25,SAN PABLO DEL MONTE,1,B,96,,,133,108,,,,,63,16,,,48,2,,2,21
716,29,355,25,SAN PABLO DEL MONTE,1,C,109,,,176,117,,,,,55,10,,,39,1,,3,19
717,29,355,25,SAN PABLO DEL MONTE,2,C,92,,,190,107,,,,,69,13,,,32,5,,3,11
718,29,356,25,SAN PABLO DEL MONTE,1,B,64,,,158,72,,,,,93,15,,,48,4,,3,14
719,29,356,25,SAN PABLO DEL MONTE,1,C,62,,,164,94,,,,,78,6,,,37,0,,0,14
720,29,356,25,SAN PABLO DEL MONTE,2,C,61,,,160,94,,,,,96,13,,,41,0,,3,17
721,29,356,25,SAN PABLO DEL MONTE,3,C,47,,,166,91,,,,,88,11,,,34,9,,2,12
722,29,357,25,SAN PABLO DEL MONTE,1,B,74,,,170,126,,,,,84,9,,,38,0,,2,14
723,29,357,25,SAN PABLO DEL MONTE,1,C,72,,,152,84,,,,,119,16,,,30,5,,2,16
724,29,357,25,SAN PABLO DEL MONTE,2,C,62,,,158,73,,,,,106,20,,,49,2,,13,11
725,29,358,25,SAN PABLO DEL MONTE,1,B,95,,,136,109,,,,,111,19,,,39,4,,6,16
726,29,358,25,SAN PABLO DEL MONTE,1,C,97,,,174,70,,,,,150,8,,,29,1,,1,19
727,29,358,25,SAN PABLO DEL MONTE,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,29,359,25,SAN PABLO DEL MONTE,1,B,80,,,123,41,,,,,43,7,,,37,3,,10,8
729,29,359,25,SAN PABLO DEL MONTE,1,C,85,,,125,44,,,,,60,8,,,44,1,,5,16
730,29,359,25,SAN PABLO DEL MONTE,2,C,71,,,109,51,,,,,41,6,,,38,2,,5,15
731,29,360,25,SAN PABLO DEL MONTE,1,B,63,,,125,49,,,,,35,9,,,69,4,,13,17
732,29,360,25,SAN PABLO DEL MONTE,1,C,62,,,127,52,,,,,41,10,,,47,0,,10,8
733,29,360,25,SAN PABLO DEL MONTE,2,C,71,,,132,42,,,,,29,9,,,52,3,,7,16
734,29,361,25,SAN PABLO DEL MONTE,1,B,116,,,132,96,,,,,48,39,,,17,10,,5,5
735,29,361,25,SAN PABLO DEL MONTE,1,C,144,,,137,109,,,,,28,38,,,16,11,,6,25
736,29,361,25,SAN PABLO DEL MONTE,2,C,107,,,175,96,,,,,45,25,,,26,11,,5,23
737,29,362,25,SAN PABLO DEL MONTE,1,B,106,,,138,153,,,,,46,19,,,30,9,,2,19
738,29,362,25,SAN PABLO DEL MONTE,1,C,133,,,112,122,,,,,40,16,,,27,15,,4,19
739,29,362,25,SAN PABLO DEL MONTE,2,C,135,,,117,103,,,,,33,28,,,41,18,,5,0
740,29,363,25,SAN PABLO DEL MONTE,1,B,60,,,162,72,,,,,101,22,,,31,26,,4,30
741,29,363,25,SAN PABLO DEL MONTE,1,C,79,,,140,87,,,,,70,6,,,23,38,,6,37
742,29,363,25,SAN PABLO DEL MONTE,2,C,55,,,166,80,,,,,86,12,,,25,20,,7,45
743,29,363,25,SAN PABLO DEL MONTE,3,C,81,,,118,96,,,,,83,12,,,28,16,,10,0
744,29,364,25,SAN PABLO DEL MONTE,1,B,104,,,112,93,,,,,37,19,,,40,12,,6,33
745,29,364,25,SAN PABLO DEL MONTE,1,C,136,,,110,71,,,,,54,7,,,26,9,,5,30
746,29,364,25,SAN PABLO DEL MONTE,2,C,103,,,132,71,,,,,47,10,,,26,10,,14,39
747,29,348,25,SAN PABLO DEL MONTE,1,B,78,,,118,92,,,,,74,22,,,29,10,,0,16
748,29,348,25,SAN PABLO DEL MONTE,1,C,77,,,111,89,,,,,65,12,,,40,4,,5,11
749,29,348,25,SAN PABLO DEL MONTE,2,C,83,,,140,191,,,,,54,12,,,42,6,,1,21
750,29,348,25,SAN PABLO DEL MONTE,3,C,81,,,153,68,,,,,58,8,,,42,6,,3,22
751,29,349,25,SAN PABLO DEL MONTE,1,B,52,,,109,97,,,,,106,41,,,32,0,,3,9
752,29,349,25,SAN PABLO DEL MONTE,1,C,62,,,98,106,,,,,102,15,,,28,2,,3,20
753,29,349,25,SAN PABLO DEL MONTE,2,C,31,,,129,117,,,,,80,19,,,36,5,,1,6
754,29,349,25,SAN PABLO DEL MONTE,3,C,48,,,113,113,,,,,84,23,,,29,4,,1,19
792,29,365,26,SANTA CRUZ TLAXCALA,1,B,123,,184,,,,,19,,,,,4,30,,,,15
793,29,365,26,SANTA CRUZ TLAXCALA,1,C,116,,163,,,,,25,,,,,16,23,,,,26
794,29,366,26,SANTA CRUZ TLAXCALA,1,B,182,,196,,,,,21,,,,,19,29,,,,8
795,29,366,26,SANTA CRUZ TLAXCALA,1,C,182,,199,,,,,18,,,,,18,22,,,,9
796,29,366,26,SANTA CRUZ TLAXCALA,2,C,191,,166,,,,,28,,,,,38,20,,,,12
797,29,367,26,SANTA CRUZ TLAXCALA,1,B,135,,184,,,,,37,,,,,9,10,,,,11
798,29,367,26,SANTA CRUZ TLAXCALA,1,C,160,,199,,,,,29,,,,,8,11,,,,6
799,29,367,26,SANTA CRUZ TLAXCALA,2,C,135,,206,,,,,30,,,,,8,8,,,,8
800,29,368,26,SANTA CRUZ TLAXCALA,1,B,171,,278,,,,,46,,,,,26,18,,,,19
801,29,368,26,SANTA CRUZ TLAXCALA,1,C,213,,231,,,,,42,,,,,20,36,,,,6
802,29,369,26,SANTA CRUZ TLAXCALA,1,B,93,,190,,,,,38,,,,,8,21,,,,11
803,29,369,26,SANTA CRUZ TLAXCALA,1,C,111,,191,,,,,42,,,,,12,13,,,,12
804,29,369,26,SANTA CRUZ TLAXCALA,2,C,124,,152,,,,,50,,,,,9,28,,,,16
805,29,370,26,SANTA CRUZ TLAXCALA,1,B,164,,298,,,,,42,,,,,8,17,,,,0
806,29,371,26,SANTA CRUZ TLAXCALA,1,B,193,,186,,,,,20,,,,,4,73,,,,21
807,29,371,26,SANTA CRUZ TLAXCALA,1,C,214,,179,,,,,32,,,,,11,0,,,,0
808,29,371,26,SANTA CRUZ TLAXCALA,2,C,195,,194,,,,,42,,,,,9,55,,,,16
813,29,372,27,TENANCINGO,1,B,120,,113,,14,,,,65,,,56,3,,,,3,16
814,29,372,27,TENANCINGO,1,C,98,,104,,19,,,,46,,,73,0,,,,15,11
815,29,373,27,TENANCINGO,1,B,101,,95,,15,,,,65,,,39,2,,,,14,10
816,29,373,27,TENANCINGO,1,C,99,,88,,10,,,,67,,,56,8,,,,10,8
817,29,374,27,TENANCINGO,1,B,46,,64,,18,,,,16,,,70,2,,,,4,8
818,29,374,27,TENANCINGO,1,C,61,,64,,13,,,,18,,,64,0,,,,9,10
819,29,375,27,TENANCINGO,1,B,56,,83,,43,,,,9,,,108,0,,,,21,0
820,29,375,27,TENANCINGO,1,C,50,,94,,50,,,,11,,,110,1,,,,12,12
821,29,375,27,TENANCINGO,2,C,70,,60,,27,,,,16,,,124,1,,,,4,16
822,29,376,27,TENANCINGO,1,B,92,,92,,24,,,,35,,,86,4,,,,13,8
823,29,376,27,TENANCINGO,1,C,99,,109,,11,,,,43,,,89,2,,,,14,11
824,29,377,27,TENANCINGO,1,B,67,,105,,10,,,,33,,,106,5,,,,7,8
825,29,377,27,TENANCINGO,1,C,59,,124,,16,,,,25,,,82,7,,,,6,5
826,29,377,27,TENANCINGO,2,C,65,,78,,18,,,,28,,,91,19,,,,4,8
827,29,378,28,TEOLOCHOLCO,1,B,110,,102,,153,,,,,,,,48,33,,,,24
828,29,378,28,TEOLOCHOLCO,1,C,112,,134,,137,,,,,,,,52,40,,,,12
829,29,379,28,TEOLOCHOLCO,1,B,122,,77,,101,,,,,,,,38,27,,,,12
830,29,379,28,TEOLOCHOLCO,1,C,97,,100,,122,,,,,,,,48,26,,,,12
831,29,379,28,TEOLOCHOLCO,2,C,142,,77,,103,,,,,,,,37,50,,,,0
832,29,380,28,TEOLOCHOLCO,1,B,88,,109,,142,,,,,,,,29,112,,,,19
833,29,380,28,TEOLOCHOLCO,1,C,91,,120,,162,,,,,,,,17,112,,,,16
834,29,380,28,TEOLOCHOLCO,2,C,102,,132,,160,,,,,,,,35,87,,,,12
835,29,380,28,TEOLOCHOLCO,3,C,93,,114,,165,,,,,,,,13,113,,,,24
836,29,381,28,TEOLOCHOLCO,1,B,72,,138,,61,,,,,,,,18,55,,,,20
837,29,381,28,TEOLOCHOLCO,1,C,101,,120,,65,,,,,,,,17,44,,,,34
838,29,381,28,TEOLOCHOLCO,2,C,61,,151,,72,,,,,,,,35,56,,,,24
839,29,382,28,TEOLOCHOLCO,1,B,98,,62,,146,,,,,,,,47,44,,,,12
840,29,382,28,TEOLOCHOLCO,1,C,83,,91,,139,,,,,,,,38,47,,,,10
841,29,383,28,TEOLOCHOLCO,1,B,75,,139,,105,,,,,,,,91,50,,,,19
842,29,383,28,TEOLOCHOLCO,1,C,63,,124,,128,,,,,,,,46,75,,,,18
843,29,384,28,TEOLOCHOLCO,1,B,101,,131,,120,,,,,,,,46,46,,,,14
844,29,384,28,TEOLOCHOLCO,1,C,87,,130,,117,,,,,,,,51,56,,,,12
845,29,385,28,TEOLOCHOLCO,1,B,45,,94,,39,,,,,,,,8,25,,,,22
846,29,386,28,TEOLOCHOLCO,1,B,145,,78,,116,,,,,,,,16,62,,,,10
847,29,386,28,TEOLOCHOLCO,1,C,158,,118,,82,,,,,,,,23,72,,,,10
848,29,386,28,TEOLOCHOLCO,2,C,121,,94,,104,,,,,,,,19,75,,,,10
867,29,387,29,TEPEYANCO,1,B,109,,114,,,,,91,,7,,,,75,61,53,7,16
868,29,387,29,TEPEYANCO,1,C,124,,97,,,,,87,,14,,,,42,53,60,6,12
869,29,388,29,TEPEYANCO,1,B,77,,47,,,,,95,,6,,,,73,40,37,4,12
870,29,388,29,TEPEYANCO,1,C,57,,54,,,,,76,,11,,,,61,37,55,19,5
871,29,389,29,TEPEYANCO,1,B,55,,18,,,,,39,,6,,,,9,53,37,1,13
872,29,390,29,TEPEYANCO,1,B,103,,39,,,,,83,,33,,,,17,54,150,5,16
873,29,393,29,TEPEYANCO,1,B,149,,51,,,,,77,,28,,,,40,60,99,,11
874,29,394,29,TEPEYANCO,1,B,119,,36,,,,,175,,13,,,,94,29,127,,21
875,29,394,29,TEPEYANCO,1,C,100,,30,,,,,159,,13,,,,153,33,125,2,16
876,29,397,29,TEPEYANCO,1,B,69,,38,,,,,165,,58,,,,23,89,43,3,14
877,29,397,29,TEPEYANCO,1,C,50,,56,,,,,144,,90,,,,26,72,34,3,19
