tla2010aycasilla,,,,,,,,,,,,,,,,,,,,,,,,
878,29,398,30,TERRENATE,1,B,61,,76,,25,,,,,6,,,82,106,60,,,18
879,29,398,30,TERRENATE,1,C,61,,66,,30,,,,,14,,,95,134,54,,,14
880,29,398,30,TERRENATE,2,C,67,,79,,22,,,,,14,,,113,119,45,,,16
881,29,399,30,TERRENATE,1,B,33,,75,,14,,,,,16,,,157,86,48,,,30
882,29,399,30,TERRENATE,1,C,25,,70,,8,,,,,21,,,166,108,41,,,37
883,29,403,30,TERRENATE,1,B,38,,24,,8,,,,,15,,,18,205,8,,,25
884,29,403,30,TERRENATE,1,C,44,,28,,8,,,,,11,,,25,227,10,,,19
885,29,404,30,TERRENATE,1,B,54,,38,,6,,,,,87,,,51,125,25,,,32
886,29,404,30,TERRENATE,1,C,53,,40,,17,,,,,74,,,76,91,25,,,31
887,29,404,30,TERRENATE,2,C,51,,52,,10,,,,,124,,,61,87,35,,,32
888,29,405,30,TERRENATE,1,B,31,,30,,2,,,,,4,,,6,62,13,,,11
889,29,406,30,TERRENATE,1,B,80,,35,,7,,,,,12,,,10,87,58,,,22
890,29,407,30,TERRENATE,1,B,83,,37,,20,,,,,4,,,66,124,61,,,24
891,29,408,30,TERRENATE,1,B,60,,52,,18,,,,,18,,,64,110,29,,,16
892,29,408,30,TERRENATE,1,C,48,,56,,9,,,,,7,,,66,99,22,,,29
893,29,409,31,TETLA DE LA SOLIDARIDAD,1,B,106,,58,,41,,,,,98,,,2,7,67,,2,12
894,29,409,31,TETLA DE LA SOLIDARIDAD,1,C,81,,56,,38,,,,,81,,,6,4,99,,6,8
895,29,410,31,TETLA DE LA SOLIDARIDAD,1,B,95,,51,,21,,,,,42,,,1,13,134,,2,18
896,29,410,31,TETLA DE LA SOLIDARIDAD,1,C,71,,55,,46,,,,,69,,,1,8,117,,3,13
897,29,411,31,TETLA DE LA SOLIDARIDAD,1,B,91,,47,,101,,,,,113,,,11,4,48,,3,13
898,29,411,31,TETLA DE LA SOLIDARIDAD,1,C,109,,41,,87,,,,,116,,,7,3,72,,2,17
899,29,411,31,TETLA DE LA SOLIDARIDAD,2,C,106,,36,,88,,,,,97,,,21,5,59,,5,16
900,29,412,31,TETLA DE LA SOLIDARIDAD,1,B,86,,28,,76,,,,,100,,,18,6,47,,17,16
901,29,412,31,TETLA DE LA SOLIDARIDAD,1,C,124,,46,,86,,,,,70,,,6,17,65,,2,10
902,29,412,31,TETLA DE LA SOLIDARIDAD,2,C,126,,33,,96,,,,,88,,,8,6,45,,4,19
903,29,413,31,TETLA DE LA SOLIDARIDAD,1,B,90,,25,,61,,,,,92,,,6,12,49,,3,15
904,29,413,31,TETLA DE LA SOLIDARIDAD,1,C,57,,34,,69,,,,,94,,,2,17,58,,5,24
905,29,414,31,TETLA DE LA SOLIDARIDAD,1,B,97,,75,,40,,,,,100,,,8,6,65,,10,18
906,29,415,31,TETLA DE LA SOLIDARIDAD,1,B,67,,51,,24,,,,,53,,,5,3,30,,14,10
907,29,415,31,TETLA DE LA SOLIDARIDAD,1,C,54,,52,,28,,,,,74,,,4,2,38,,9,8
908,29,416,31,TETLA DE LA SOLIDARIDAD,1,B,94,,49,,89,,,,,18,,,1,2,63,,8,20
909,29,416,31,TETLA DE LA SOLIDARIDAD,1,C,127,,50,,101,,,,,14,,,1,3,46,,2,8
910,29,417,31,TETLA DE LA SOLIDARIDAD,1,B,87,,23,,23,,,,,34,,,1,4,31,,4,11
911,29,418,31,TETLA DE LA SOLIDARIDAD,1,B,45,,64,,56,,,,,56,,,0,6,41,,3,3
912,29,419,31,TETLA DE LA SOLIDARIDAD,1,B,99,,71,,84,,,,,26,,,3,16,65,,0,14
913,29,420,31,TETLA DE LA SOLIDARIDAD,1,B,109,,139,,22,,,,,34,,,4,3,165,,0,15
914,29,420,31,TETLA DE LA SOLIDARIDAD,1,C,109,,127,,35,,,,,47,,,0,6,165,,5,16
915,29,421,31,TETLA DE LA SOLIDARIDAD,1,B,124,,106,,40,,,,,65,,,1,3,122,,6,35
916,29,421,31,TETLA DE LA SOLIDARIDAD,1,C,84,,105,,47,,,,,75,,,4,1,184,,7,19
917,29,422,31,TETLA DE LA SOLIDARIDAD,1,B,157,,64,,36,,,,,111,,,4,4,91,,4,14
918,29,422,31,TETLA DE LA SOLIDARIDAD,1,C,109,,81,,39,,,,,159,,,2,6,102,,3,31
919,29,422,31,TETLA DE LA SOLIDARIDAD,2,C,117,,103,,57,,,,,102,,,1,7,102,,6,17
920,29,423,31,TETLA DE LA SOLIDARIDAD,1,B,62,,20,,11,,,,,6,,,1,0,52,,2,7
921,29,424,32,TETLATLAHUCA,1,B,41,17,,,30,,,,,4,,135,18,165,,,,17
922,29,424,32,TETLATLAHUCA,1,C,35,29,,,33,,,,,1,,126,22,170,,,,16
923,29,425,32,TETLATLAHUCA,1,B,17,32,,,34,,,,,309,,31,51,10,,,,0
924,29,425,32,TETLATLAHUCA,1,C,24,40,,,35,,,,,2,,275,33,54,,,,16
925,29,426,32,TETLATLAHUCA,1,B,17,18,,,9,,,,,2,,301,14,70,,,,12
926,29,426,32,TETLATLAHUCA,1,C,6,29,,,22,,,,,2,,290,17,69,,,,13
927,29,427,32,TETLATLAHUCA,1,B,31,38,,,72,,,,,8,,43,45,142,,,,19
928,29,427,32,TETLATLAHUCA,1,C,27,35,,,73,,,,,4,,36,39,127,,,,10
929,29,427,32,TETLATLAHUCA,2,C,20,33,,,79,,,,,7,,30,37,144,,,,19
930,29,428,32,TETLATLAHUCA,1,B,17,43,,,84,,,,,5,,72,56,167,,,,11
931,29,428,32,TETLATLAHUCA,1,C,28,27,,,83,,,,,15,,42,48,177,,,,19
932,29,431,32,TETLATLAHUCA,1,B,12,39,,,67,,,,,3,,91,63,62,,,,17
933,29,431,32,TETLATLAHUCA,1,C,16,48,,,54,,,,,3,,121,63,53,,,,12
934,29,434,32,TETLATLAHUCA,1,B,7,12,,,66,,,,,6,,143,33,113,,,,11
935,29,442,33,TLAXCALA,1,B,85,,158,,22,,,,,,,,7,40,,16,,7
936,29,442,33,TLAXCALA,1,C,84,,188,,26,,,,,,,,6,53,,21,,7
937,29,446,33,TLAXCALA,1,B,132,,261,,35,,,,,,,,9,77,,22,,17
938,29,447,33,TLAXCALA,1,B,66,,100,,25,,,,,,,,7,43,,22,,11
939,29,447,33,TLAXCALA,1,C,78,,125,,12,,,,,,,,9,36,,20,,8
940,29,449,33,TLAXCALA,1,B,83,,216,,35,,,,,,,,13,44,,19,,10
941,29,449,33,TLAXCALA,1,C,92,,226,,30,,,,,,,,12,52,,11,,0
942,29,450,33,TLAXCALA,1,B,61,,121,,21,,,,,,,,6,27,,12,,11
943,29,450,33,TLAXCALA,1,C,60,,111,,29,,,,,,,,7,40,,13,,11
944,29,451,33,TLAXCALA,1,B,79,,142,,40,,,,,,,,25,51,,12,,14
945,29,451,33,TLAXCALA,1,C,93,,151,,52,,,,,,,,29,51,,6,,20
946,29,451,33,TLAXCALA,2,C,68,,145,,45,,,,,,,,28,44,,5,,11
947,29,452,33,TLAXCALA,1,B,98,,216,,45,,,,,,,,15,63,,16,,20
948,29,452,33,TLAXCALA,1,C,103,,201,,37,,,,,,,,30,60,,15,,28
949,29,453,33,TLAXCALA,1,B,116,,220,,46,,,,,,,,27,65,,9,,14
950,29,453,33,TLAXCALA,1,C,121,,180,,33,,,,,,,,10,49,,10,,26
951,29,453,33,TLAXCALA,2,C,123,,193,,50,,,,,,,,29,54,,6,,15
952,29,453,33,TLAXCALA,5,C,136,,173,,37,,,,,,,,22,78,,13,,14
953,29,453,33,TLAXCALA,3,C,113,,169,,46,,,,,,,,15,57,,11,,13
954,29,453,33,TLAXCALA,4,C,114,,199,,50,,,,,,,,24,58,,10,,15
955,29,454,33,TLAXCALA,1,B,53,,109,,27,,,,,,,,4,26,,10,,12
956,29,454,33,TLAXCALA,1,C,50,,138,,20,,,,,,,,4,27,,7,,17
957,29,455,33,TLAXCALA,1,B,115,,205,,37,,,,,,,,11,52,,10,,14
958,29,456,33,TLAXCALA,1,B,104,,189,,42,,,,,,,,10,37,,11,,10
959,29,456,33,TLAXCALA,1,C,102,,180,,35,,,,,,,,11,41,,10,,21
960,29,456,33,TLAXCALA,2,C,103,,168,,40,,,,,,,,13,62,,13,,24
961,29,457,33,TLAXCALA,1,B,85,,165,,50,,,,,,,,14,50,,10,,16
962,29,457,33,TLAXCALA,1,C,99,,182,,46,,,,,,,,9,50,,15,,14
963,29,458,33,TLAXCALA,1,B,104,,152,,39,,,,,,,,50,73,,6,,11
964,29,458,33,TLAXCALA,1,C,138,,148,,24,,,,,,,,38,44,,6,,24
965,29,458,33,TLAXCALA,2,C,123,,144,,33,,,,,,,,37,75,,3,,5
966,29,458,33,TLAXCALA,1,E,117,,183,,62,,,,,,,,8,76,,0,,15
967,29,458,33,TLAXCALA,3,C,110,,158,,23,,,,,,,,49,74,,6,,13
968,29,459,33,TLAXCALA,1,B,89,,162,,32,,,,,,,,19,57,,10,,16
969,29,459,33,TLAXCALA,1,C,74,,160,,25,,,,,,,,24,67,,7,,26
970,29,459,33,TLAXCALA,2,C,64,,157,,35,,,,,,,,26,67,,7,,21
971,29,460,33,TLAXCALA,1,B,105,,186,,30,,,,,,,,16,68,,13,,15
972,29,460,33,TLAXCALA,1,C,93,,199,,36,,,,,,,,27,51,,15,,12
973,29,461,33,TLAXCALA,1,B,101,,169,,28,,,,,,,,10,86,,9,,9
974,29,461,33,TLAXCALA,1,C,81,,169,,32,,,,,,,,12,75,,7,,21
975,29,461,33,TLAXCALA,2,C,95,,151,,33,,,,,,,,10,75,,11,,7
976,29,463,33,TLAXCALA,1,B,80,,124,,31,,,,,,,,23,59,,7,,15
977,29,463,33,TLAXCALA,1,C,83,,137,,20,,,,,,,,9,59,,5,,27
978,29,463,33,TLAXCALA,2,C,82,,151,,29,,,,,,,,9,58,,6,,13
979,29,464,33,TLAXCALA,1,B,95,,174,,39,,,,,,,,19,68,,20,,5
980,29,464,33,TLAXCALA,1,C,104,,170,,41,,,,,,,,16,43,,11,,45
981,29,464,33,TLAXCALA,2,C,115,,183,,25,,,,,,,,17,55,,11,,19
982,29,464,33,TLAXCALA,3,C,127,,181,,30,,,,,,,,10,52,,10,,10
983,29,464,33,TLAXCALA,4,C,96,,168,,32,,,,,,,,15,59,,18,,15
984,29,465,33,TLAXCALA,1,B,120,,214,,41,,,,,,,,46,15,,9,,26
985,29,465,33,TLAXCALA,1,C,152,,165,,36,,,,,,,,19,47,,11,,0
986,29,465,33,TLAXCALA,2,C,128,,199,,34,,,,,,,,37,52,,9,,16
987,29,465,33,TLAXCALA,3,C,163,,188,,53,,,,,,,,23,55,,13,,26
988,29,466,33,TLAXCALA,1,B,116,,218,,22,,,,,,,,25,45,,6,,24
989,29,466,33,TLAXCALA,1,C,123,,162,,35,,,,,,,,17,37,,5,,19
990,29,466,33,TLAXCALA,2,C,139,,167,,28,,,,,,,,22,42,,5,,13
991,29,466,33,TLAXCALA,3,C,144,,178,,31,,,,,,,,21,46,,1,,19
992,29,467,33,TLAXCALA,1,B,80,,140,,40,,,,,,,,8,59,,8,,22
993,29,467,33,TLAXCALA,1,C,79,,155,,40,,,,,,,,9,86,,3,,8
994,29,468,33,TLAXCALA,1,B,96,,169,,35,,,,,,,,9,124,,3,,16
995,29,468,33,TLAXCALA,1,C,103,,181,,32,,,,,,,,15,76,,5,,21
996,29,468,33,TLAXCALA,2,C,73,,171,,21,,,,,,,,18,80,,7,,24
997,29,469,33,TLAXCALA,1,B,170,,170,,60,,,,,,,,10,86,,1,,18
998,29,469,33,TLAXCALA,1,C,150,,148,,48,,,,,,,,8,75,,2,,14
999,29,435,33,TLAXCALA,1,B,113,,172,,38,,,,,,,,31,28,,3,,28
1000,29,435,33,TLAXCALA,1,C,107,,212,,36,,,,,,,,21,47,,11,,16
1001,29,436,33,TLAXCALA,1,B,167,,170,,28,,,,,,,,22,57,,0,,0
1002,29,436,33,TLAXCALA,1,C,140,,188,,28,,,,,,,,26,59,,5,,14
1003,29,437,33,TLAXCALA,1,B,109,,147,,60,,,,,,,,17,36,,7,,14
1004,29,437,33,TLAXCALA,1,C,113,,155,,49,,,,,,,,21,53,,3,,12
1005,29,438,33,TLAXCALA,1,B,142,,188,,53,,,,,,,,21,46,,12,,19
1006,29,438,33,TLAXCALA,1,C,174,,201,,32,,,,,,,,20,45,,9,,13
1007,29,439,33,TLAXCALA,1,B,124,,170,,33,,,,,,,,10,36,,21,,12
1008,29,439,33,TLAXCALA,1,C,129,,168,,25,,,,,,,,11,45,,14,,13
1009,29,439,33,TLAXCALA,2,C,110,,194,,30,,,,,,,,12,46,,16,,13
1010,29,440,33,TLAXCALA,1,B,107,,269,,39,,,,,,,,27,43,,29,,24
1011,29,440,33,TLAXCALA,1,C,119,,221,,49,,,,,,,,28,63,,21,,23
1012,29,441,33,TLAXCALA,1,B,88,,189,,26,,,,,,,,9,53,,13,,12
1013,29,441,33,TLAXCALA,1,C,81,,171,,22,,,,,,,,7,64,,9,,13
1014,29,443,33,TLAXCALA,1,B,108,,194,,32,,,,,,,,10,44,,33,,20
1015,29,444,33,TLAXCALA,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,29,444,33,TLAXCALA,1,C,110,,194,,52,,,,,,,,16,59,,8,,23
1017,29,444,33,TLAXCALA,2,C,150,,172,,64,,,,,,,,18,59,,8,,15
1018,29,444,33,TLAXCALA,3,C,155,,191,,45,,,,,,,,17,72,,16,,16
1019,29,445,33,TLAXCALA,1,B,89,,163,,59,,,,,,,,16,78,,8,,17
1020,29,445,33,TLAXCALA,1,C,99,,178,,39,,,,,,,,14,69,,3,,24
1021,29,448,33,TLAXCALA,1,B,100,,159,,31,,,,,,,,32,51,,7,,12
1022,29,448,33,TLAXCALA,1,C,80,,186,,40,,,,,,,,26,32,,16,,11
1023,29,448,33,TLAXCALA,2,C,75,,189,,47,,,,,,,,22,66,,8,,14
1024,29,462,33,TLAXCALA,1,B,119,,209,,36,,,,,,,,47,43,,15,,17
1025,29,462,33,TLAXCALA,1,C,130,,198,,46,,,,,,,,32,45,,14,,20
1026,29,58,34,TLAXCO,1,B,20,,40,,12,,,,0,,,,,7,1,23,3,6
1027,29,470,34,TLAXCO,1,B,84,,101,,5,,,,7,,,,,46,26,175,23,25
1028,29,471,34,TLAXCO,1,B,75,,62,,11,,,,3,,,,,26,10,122,8,28
1029,29,471,34,TLAXCO,1,C,59,,88,,18,,,,1,,,,,21,6,128,17,19
1030,29,472,34,TLAXCO,1,B,66,,133,,18,,,,3,,,,,53,4,51,4,19
1031,29,472,34,TLAXCO,1,C,67,,121,,13,,,,7,,,,,55,6,44,3,12
1032,29,473,34,TLAXCO,1,B,52,,57,,19,,,,3,,,,,57,15,77,14,9
1033,29,473,34,TLAXCO,1,C,57,,59,,20,,,,4,,,,,38,17,63,16,15
1034,29,474,34,TLAXCO,1,B,72,,69,,61,,,,3,,,,,81,14,128,8,12
1035,29,474,34,TLAXCO,1,C,103,,107,,28,,,,5,,,,,54,8,103,5,11
1036,29,475,34,TLAXCO,1,B,124,,128,,9,,,,4,,,,,79,10,55,11,11
1037,29,475,34,TLAXCO,1,C,115,,120,,10,,,,3,,,,,76,11,80,8,9
1038,29,476,34,TLAXCO,1,B,97,,120,,24,,,,3,,,,,57,5,63,13,18
1039,29,476,34,TLAXCO,1,C,101,,118,,36,,,,4,,,,,65,1,57,15,22
1040,29,476,34,TLAXCO,2,C,87,,120,,36,,,,4,,,,,47,8,54,13,19
1041,29,477,34,TLAXCO,1,B,85,,112,,15,,,,3,,,,,53,5,57,13,5
1042,29,477,34,TLAXCO,1,C,73,,122,,11,,,,2,,,,,50,5,60,11,18
1043,29,478,34,TLAXCO,1,B,54,,115,,24,,,,1,,,,,36,3,42,18,11
1044,29,479,34,TLAXCO,1,B,37,,72,,6,,,,3,,,,,13,6,1,8,6
1045,29,480,34,TLAXCO,1,B,49,,59,,3,,,,5,,,,,9,0,0,2,6
1046,29,481,34,TLAXCO,1,B,48,,69,,31,,,,1,,,,,36,4,173,7,22
1047,29,481,34,TLAXCO,1,C,37,,88,,29,,,,5,,,,,32,8,161,3,13
1048,29,481,34,TLAXCO,2,C,26,,79,,22,,,,2,,,,,24,0,203,0,18
1049,29,482,34,TLAXCO,1,B,86,,147,,98,,,,9,,,,,66,13,30,3,25
1050,29,482,34,TLAXCO,1,C,101,,114,,64,,,,8,,,,,56,18,42,12,26
1051,29,483,34,TLAXCO,1,B,4,,35,,3,,,,0,,,,,20,0,1,0,2
1052,29,484,34,TLAXCO,1,B,257,,71,,14,,,,5,,,,,126,0,3,17,16
1053,29,484,34,TLAXCO,1,C,186,,107,,9,,,,4,,,,,148,1,3,24,22
1054,29,485,34,TLAXCO,1,B,131,,97,,59,,,,21,,,,,32,3,6,7,11
1055,29,486,34,TLAXCO,1,B,60,,122,,66,,,,2,,,,,66,14,4,6,14
1056,29,487,34,TLAXCO,1,B,62,,56,,5,,,,3,,,,,8,1,2,1,11
1057,29,488,34,TLAXCO,1,B,90,,124,,47,,,,9,,,,,44,1,6,6,22
1058,29,488,34,TLAXCO,1,C,90,,127,,50,,,,5,,,,,47,2,5,3,17
1059,29,489,34,TLAXCO,1,B,14,,16,,6,,,,0,,,,,5,0,5,1,3
1060,29,490,34,TLAXCO,1,B,44,,18,,9,,,,0,,,,,0,42,2,1,1
1061,29,491,34,TLAXCO,1,B,108,,148,,97,,,,11,,,,,62,3,18,8,36
1062,29,491,34,TLAXCO,1,C,104,,148,,61,,,,2,,,,,74,3,18,4,25
1063,29,491,34,TLAXCO,2,C,129,,139,,82,,,,7,,,,,52,3,26,5,29
1064,29,492,34,TLAXCO,1,B,43,,3,,0,,,,22,,,,,2,28,0,17,0
1065,29,493,34,TLAXCO,1,B,99,,130,,8,,,,4,,,,,28,1,7,6,14
1066,29,494,34,TLAXCO,1,B,100,,90,,56,,,,13,,,,,130,19,8,14,45
1067,29,495,34,TLAXCO,1,B,94,,160,,33,,,,7,,,,,125,8,3,7,17
1068,29,496,34,TLAXCO,1,B,52,,140,,23,,,,9,,,,,24,4,35,11,17
1069,29,497,34,TLAXCO,1,B,56,,45,,24,,,,3,,,,,5,3,18,5,7
1070,29,497,34,TLAXCO,1,E,38,,21,,12,,,,1,,,,,14,1,13,16,6
1071,29,498,34,TLAXCO,1,B,31,,44,,3,,,,3,,,,,44,1,5,5,5
1072,29,498,34,TLAXCO,1,E,23,,15,,12,,,,0,,,,,6,0,13,0,4
1073,29,499,34,TLAXCO,1,B,174,,162,,45,,,,2,,,,,47,7,66,13,23
1074,29,500,34,TLAXCO,1,B,115,,110,,11,,,,9,,,,,51,3,1,10,10
1075,29,501,34,TLAXCO,1,B,141,,168,,6,,,,6,,,,,63,3,13,6,16
1076,29,501,34,TLAXCO,1,C,145,,201,,11,,,,3,,,,,49,4,16,2,14
1077,29,502,34,TLAXCO,1,B,88,,70,,6,,,,3,,,,,29,4,18,1,15
1078,29,503,34,TLAXCO,1,B,35,,36,,6,,,,1,,,,,8,0,2,1,4
1079,29,504,34,TLAXCO,1,B,27,,69,,17,,,,0,,,,,11,0,4,9,3
1080,29,505,35,TOCATLAN,1,B,39,154,,,59,,,,,,45,,,146,,,60,7
1081,29,505,35,TOCATLAN,1,C,27,142,,,72,,,,,,51,,,151,,,62,16
1082,29,505,35,TOCATLAN,2,C,48,150,,,77,,,,,,46,,,133,,,48,9
1083,29,506,35,TOCATLAN,1,B,28,162,,,35,,,,,,23,,,65,,,24,12
1084,29,506,35,TOCATLAN,1,C,42,126,,,48,,,,,,27,,,98,,,32,22
1085,29,507,35,TOCATLAN,1,B,37,108,,,64,,,,,,18,,,116,,,51,17
1086,29,508,36,TOTOLAC,1,B,86,134,,,81,,,,41,,23,,,63,,62,14,17
1087,29,509,36,TOTOLAC,1,B,38,110,,,53,,,,23,,14,,,40,,36,7,16
1088,29,509,36,TOTOLAC,1,C,54,115,,,56,,,,36,,13,,,45,,35,10,15
1089,29,510,36,TOTOLAC,1,B,81,74,,,18,,,,23,,6,,,34,,19,12,13
1090,29,510,36,TOTOLAC,1,C,77,89,,,19,,,,40,,9,,,34,,21,8,15
1091,29,511,36,TOTOLAC,1,B,116,152,,,35,,,,57,,15,,,74,,18,17,34
1092,29,512,36,TOTOLAC,1,B,103,94,,,66,,,,38,,13,,,63,,33,14,28
1093,29,512,36,TOTOLAC,1,C,98,87,,,53,,,,63,,14,,,66,,45,15,0
1094,29,513,36,TOTOLAC,1,B,136,91,,,48,,,,33,,25,,,49,,13,6,25
1095,29,513,36,TOTOLAC,1,C,101,116,,,52,,,,59,,17,,,45,,20,10,20
1096,29,513,36,TOTOLAC,2,C,106,94,,,62,,,,65,,10,,,62,,25,4,27
1097,29,514,36,TOTOLAC,1,B,87,118,,,91,,,,45,,9,,,32,,4,6,11
1098,29,514,36,TOTOLAC,1,C,77,118,,,70,,,,42,,15,,,40,,10,5,16
1099,29,515,36,TOTOLAC,1,B,105,97,,,47,,,,60,,15,,,74,,6,1,9
1100,29,515,36,TOTOLAC,1,C,126,141,,,26,,,,51,,14,,,61,,3,3,13
1101,29,515,36,TOTOLAC,2,C,115,103,,,41,,,,53,,20,,,58,,2,5,0
1102,29,516,36,TOTOLAC,1,B,203,123,,,41,,,,120,,16,,,75,,3,2,13
1103,29,516,36,TOTOLAC,1,C,192,150,,,34,,,,118,,16,,,55,,4,3,17
1104,29,517,36,TOTOLAC,1,B,90,81,,,9,,,,106,,10,,,53,,0,4,6
1105,29,517,36,TOTOLAC,1,C,95,94,,,28,,,,88,,14,,,36,,3,6,11
1106,29,518,36,TOTOLAC,1,B,83,103,,,12,,,,108,,5,,,43,,3,3,6
1107,29,518,36,TOTOLAC,1,C,75,112,,,16,,,,118,,1,,,21,,4,27,7
1108,29,519,36,TOTOLAC,1,B,82,151,,,121,,,,35,,4,,,21,,4,1,14
1238,29,520,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,1,B,91,,135,,15,,,,112,,,10,21,15,,8,,24
1239,29,520,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,1,C,76,,153,,31,,,,96,,,19,28,22,,4,,22
1240,29,521,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,1,B,74,,74,,28,,,,104,,,8,13,3,,0,,11
1241,29,521,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,1,C,66,,107,,26,,,,68,,,12,14,2,,5,,34
1242,29,522,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,1,B,102,,58,,26,,,,90,,,6,23,9,,4,,31
1243,29,522,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,1,C,83,,81,,51,,,,108,,,5,9,18,,11,,19
1244,29,523,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,1,B,72,,71,,72,,,,86,,,4,21,4,,6,,0
1245,29,523,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,1,C,86,,78,,60,,,,84,,,20,21,14,,6,,16
1246,29,524,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,1,B,137,,89,,42,,,,22,,,24,16,2,,4,,45
1247,29,525,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,1,B,162,,169,,28,,,,92,,,47,5,27,,6,,0
1248,29,526,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,1,B,32,,37,,2,,,,2,,,38,0,0,,0,,4
1109,29,527,38,TZOMPANTEPEC,1,B,53,59,,,42,,,,51,,20,,112,5,29,6,7,20
1110,29,527,38,TZOMPANTEPEC,1,C,40,64,,,36,,,,41,,27,,122,10,26,6,10,18
1111,29,527,38,TZOMPANTEPEC,2,C,45,66,,,30,,,,40,,15,,92,16,27,8,9,20
1112,29,527,38,TZOMPANTEPEC,3,C,25,54,,,13,,,,42,,14,,150,6,37,3,6,18
1113,29,528,38,TZOMPANTEPEC,1,B,68,66,,,20,,,,37,,15,,171,16,24,2,11,22
1114,29,528,38,TZOMPANTEPEC,1,C,45,59,,,19,,,,37,,16,,249,9,35,2,9,22
1115,29,528,38,TZOMPANTEPEC,1,E,30,55,,,34,,,,25,,10,,56,5,32,2,15,14
1116,29,528,38,TZOMPANTEPEC,2,E,44,46,,,25,,,,14,,9,,54,8,42,6,9,19
1117,29,529,38,TZOMPANTEPEC,1,B,113,126,,,22,,,,14,,15,,5,21,109,5,6,19
1118,29,529,38,TZOMPANTEPEC,1,C,106,127,,,42,,,,21,,12,,8,22,143,5,13,22
1119,29,530,38,TZOMPANTEPEC,1,B,55,54,,,19,,,,7,,70,,8,10,48,9,21,19
1120,29,530,38,TZOMPANTEPEC,1,C,45,65,,,29,,,,9,,46,,2,16,67,1,24,23
1121,29,536,38,TZOMPANTEPEC,1,B,65,97,,,7,,,,32,,40,,36,1,91,8,47,18
1122,29,537,38,TZOMPANTEPEC,1,B,53,46,,,17,,,,10,,3,,9,2,19,0,11,9
1123,29,538,39,XALOZTOC,2,C,55,,48,,44,,,,,27,,,78,6,58,0,96,22
1124,29,538,39,XALOZTOC,1,B,57,,79,,37,,,,,11,,,13,4,72,0,109,29
1125,29,538,39,XALOZTOC,1,C,57,,70,,50,,,,,28,,,15,5,55,0,104,19
1126,29,539,39,XALOZTOC,1,B,46,,60,,52,,,,,57,,,50,2,77,0,80,12
1127,29,539,39,XALOZTOC,1,C,50,,66,,75,,,,,39,,,28,7,68,0,62,12
