tla2010aycasilla,,,,,,,,,,,,,,,,,,,,,,,,
1128,29,539,39,XALOZTOC,2,C,43,,80,,74,,,,,28,,,30,6,75,0,77,5
1129,29,540,39,XALOZTOC,1,B,38,,53,,107,,,,,25,,,27,11,56,0,96,11
1130,29,540,39,XALOZTOC,1,C,48,,64,,113,,,,,17,,,23,10,57,0,64,14
1131,29,540,39,XALOZTOC,2,C,43,,50,,109,,,,,8,,,26,5,88,0,83,17
1132,29,540,39,XALOZTOC,3,C,52,,63,,108,,,,,12,,,25,4,85,0,78,19
1133,29,541,39,XALOZTOC,1,B,72,,103,,76,,,,,25,,,57,16,64,0,104,0
1134,29,541,39,XALOZTOC,1,C,74,,102,,68,,,,,19,,,55,7,58,0,9,19
1135,29,541,39,XALOZTOC,2,C,56,,107,,66,,,,,31,,,48,13,82,0,98,15
1136,29,542,39,XALOZTOC,1,B,58,,74,,45,,,,,10,,,22,16,104,0,125,15
1137,29,542,39,XALOZTOC,1,C,75,,78,,59,,,,,10,,,17,14,73,0,94,28
1138,29,542,39,XALOZTOC,2,C,52,,61,,77,,,,,7,,,21,9,113,0,87,18
1139,29,543,39,XALOZTOC,1,B,38,,43,,76,,,,,17,,,16,6,39,0,164,32
1140,29,543,39,XALOZTOC,1,C,51,,77,,64,,,,,11,,,14,6,14,0,116,12
1141,29,543,39,XALOZTOC,2,C,50,,71,,49,,,,,2,,,11,6,58,0,126,15
1142,29,544,39,XALOZTOC,1,B,48,,76,,81,,,,,12,,,10,9,47,0,93,27
1143,29,545,39,XALOZTOC,1,B,36,,77,,16,,,,,10,,,11,7,46,0,60,10
1144,29,546,39,XALOZTOC,1,B,83,,48,,93,,,,,15,,,19,7,61,0,108,37
1145,29,547,40,XALTOCAN,1,B,98,,80,,32,,,,,,,66,14,,,,,9
1146,29,547,40,XALTOCAN,1,C,87,,79,,41,,,,,,,53,12,,,,,12
1147,29,548,40,XALTOCAN,1,B,134,,85,,31,,,,,,,70,52,,,,,7
1148,29,548,40,XALTOCAN,1,C,116,,79,,48,,,,,,,78,62,,,,,4
1149,29,548,40,XALTOCAN,2,C,184,,55,,32,,,,,,,92,32,,,,,12
1150,29,549,40,XALTOCAN,1,B,119,,112,,25,,,,,,,64,65,,,,,0
1151,29,549,40,XALTOCAN,1,C,81,,83,,25,,,,,,,89,73,,,,,29
1152,29,550,40,XALTOCAN,1,B,102,,150,,29,,,,,,,169,33,,,,,14
1153,29,553,40,XALTOCAN,1,B,14,,79,,12,,,,,,,55,20,,,,,6
1154,29,554,40,XALTOCAN,1,B,23,,47,,3,,,,,,,21,9,,,,,4
1155,29,555,40,XALTOCAN,1,B,137,,124,,8,,,,,,,133,32,,,,,18
1156,29,556,40,XALTOCAN,1,B,113,,55,,23,,,,,,,182,30,,,,,19
1157,29,557,40,XALTOCAN,1,B,114,,134,,17,,,,,,,89,30,,,,,22
625,29,558,41,PAPALOTLA DE XICOHTENCATL,1,B,47,,59,,318,,,,5,,,7,3,,,,,17
626,29,558,41,PAPALOTLA DE XICOHTENCATL,1,C,45,,51,,298,,,,9,,,3,4,,,,,4
627,29,558,41,PAPALOTLA DE XICOHTENCATL,2,C,37,,55,,294,,,,5,,,3,6,,,,,15
628,29,559,41,PAPALOTLA DE XICOHTENCATL,1,B,46,,98,,159,,,,5,,,20,3,,,,,14
629,29,559,41,PAPALOTLA DE XICOHTENCATL,1,C,98,,99,,139,,,,14,,,7,5,,,,,11
630,29,559,41,PAPALOTLA DE XICOHTENCATL,2,C,59,,113,,126,,,,0,,,7,7,,,,,12
631,29,560,41,PAPALOTLA DE XICOHTENCATL,1,B,69,,108,,157,,,,5,,,33,2,,,,,12
632,29,560,41,PAPALOTLA DE XICOHTENCATL,1,C,66,,90,,110,,,,10,,,37,5,,,,,18
633,29,560,41,PAPALOTLA DE XICOHTENCATL,2,C,61,,82,,145,,,,9,,,28,6,,,,,43
634,29,561,41,PAPALOTLA DE XICOHTENCATL,1,B,52,,140,,195,,,,5,,,5,1,,,,,11
635,29,561,41,PAPALOTLA DE XICOHTENCATL,1,C,64,,125,,189,,,,7,,,6,0,,,,,16
636,29,561,41,PAPALOTLA DE XICOHTENCATL,2,C,48,,149,,164,,,,3,,,6,5,,,,,23
637,29,562,41,PAPALOTLA DE XICOHTENCATL,1,B,37,,86,,160,,,,5,,,8,4,,,,,10
638,29,562,41,PAPALOTLA DE XICOHTENCATL,1,C,43,,95,,174,,,,4,,,14,8,,,,,15
639,29,562,41,PAPALOTLA DE XICOHTENCATL,2,C,51,,91,,163,,,,7,,,4,5,,,,,9
640,29,563,41,PAPALOTLA DE XICOHTENCATL,1,B,41,,148,,130,,,,7,,,16,3,,,,,11
641,29,563,41,PAPALOTLA DE XICOHTENCATL,1,C,46,,151,,126,,,,3,,,17,2,,,,,22
642,29,563,41,PAPALOTLA DE XICOHTENCATL,2,C,35,,160,,138,,,,3,,,17,4,,,,,11
643,29,564,41,PAPALOTLA DE XICOHTENCATL,1,B,58,,130,,117,,,,15,,,10,3,,,,,16
644,29,564,41,PAPALOTLA DE XICOHTENCATL,1,C,54,,134,,107,,,,7,,,11,4,,,,,19
645,29,564,41,PAPALOTLA DE XICOHTENCATL,2,C,52,,126,,108,,,,10,,,12,1,,,,,19
646,29,565,41,PAPALOTLA DE XICOHTENCATL,1,B,36,,122,,86,,,,6,,,5,3,,,,,23
647,29,565,41,PAPALOTLA DE XICOHTENCATL,1,C,57,,140,,81,,,,7,,,4,5,,,,,16
648,29,566,41,PAPALOTLA DE XICOHTENCATL,1,B,77,,151,,110,,,,6,,,6,2,,,,,17
649,29,566,41,PAPALOTLA DE XICOHTENCATL,1,C,60,,195,,94,,,,3,,,4,3,,,,,24
650,29,567,41,PAPALOTLA DE XICOHTENCATL,1,B,38,,106,,174,,,,5,,,4,2,,,,,22
651,29,567,41,PAPALOTLA DE XICOHTENCATL,1,C,32,,89,,152,,,,8,,,3,5,,,,,28
652,29,568,41,PAPALOTLA DE XICOHTENCATL,1,B,48,,78,,72,,,,5,,,0,3,,,,,8
653,29,568,41,PAPALOTLA DE XICOHTENCATL,1,C,50,,57,,101,,,,5,,,2,4,,,,,6
654,29,569,41,PAPALOTLA DE XICOHTENCATL,1,B,45,,116,,99,,,,4,,,10,2,,,,,7
1158,29,570,42,XICOHTZINCO,1,B,78,,91,,,,,74,,,,23,64,,58,,86,16
1159,29,570,42,XICOHTZINCO,1,C,64,,111,,,,,78,,,,24,67,,49,,95,19
1160,29,570,42,XICOHTZINCO,2,C,39,,102,,,,,53,,,,24,90,,59,,84,12
1161,29,571,42,XICOHTZINCO,1,B,37,,93,,,,,75,,,,31,83,,48,,116,19
1162,29,571,42,XICOHTZINCO,1,C,44,,73,,,,,89,,,,26,94,,46,,127,29
1163,29,572,42,XICOHTZINCO,1,B,54,,114,,,,,78,,,,21,68,,44,,53,0
1164,29,572,42,XICOHTZINCO,1,C,55,,117,,,,,71,,,,26,59,,48,,74,10
1165,29,573,42,XICOHTZINCO,1,B,37,,102,,,,,41,,,,20,63,,27,,81,10
1166,29,573,42,XICOHTZINCO,1,C,38,,101,,,,,44,,,,18,50,,32,,78,28
1167,29,573,42,XICOHTZINCO,2,C,49,,86,,,,,54,,,,17,49,,42,,79,9
1168,29,574,42,XICOHTZINCO,1,B,36,,102,,,,,99,,,,35,83,,36,,63,8
1169,29,574,42,XICOHTZINCO,1,C,42,,96,,,,,69,,,,68,70,,31,,59,14
1170,29,574,42,XICOHTZINCO,2,C,34,,108,,,,,66,,,,37,109,,27,,60,8
1171,29,575,43,YAUHQUEMEHCAN,1,B,114,144,,,50,,,,7,,24,10,7,19,3,,,12
1172,29,575,43,YAUHQUEMEHCAN,1,C,82,162,,,54,,,,11,,11,5,10,18,0,,,13
1173,29,575,43,YAUHQUEMEHCAN,2,C,83,159,,,64,,,,7,,23,11,15,19,2,,,10
1174,29,576,43,YAUHQUEMEHCAN,1,B,108,218,,,80,,,,18,,19,2,15,17,1,,,6
1175,29,576,43,YAUHQUEMEHCAN,1,C,104,192,,,77,,,,14,,20,4,19,24,0,,,17
1176,29,577,43,YAUHQUEMEHCAN,1,B,54,201,,,34,,,,30,,27,11,3,21,4,,,26
1177,29,578,43,YAUHQUEMEHCAN,1,B,43,110,,,71,,,,1,,29,1,3,37,0,,,13
1178,29,578,43,YAUHQUEMEHCAN,1,C,35,137,,,57,,,,5,,19,1,2,26,0,,,11
1179,29,579,43,YAUHQUEMEHCAN,1,B,83,156,,,100,,,,9,,16,4,4,8,1,,,19
1180,29,579,43,YAUHQUEMEHCAN,1,C,78,155,,,88,,,,17,,19,3,9,11,0,,,16
1181,29,580,43,YAUHQUEMEHCAN,1,B,175,78,,,36,,,,14,,22,12,11,4,3,,,17
1182,29,580,43,YAUHQUEMEHCAN,1,C,154,99,,,42,,,,20,,10,13,5,7,5,,,11
1183,29,581,43,YAUHQUEMEHCAN,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,29,581,43,YAUHQUEMEHCAN,1,C,142,112,,,25,,,,12,,23,17,13,9,1,,,19
1185,29,581,43,YAUHQUEMEHCAN,2,C,110,110,,,30,,,,14,,14,13,14,1,2,,,21
1186,29,581,43,YAUHQUEMEHCAN,3,C,148,91,,,30,,,,14,,26,18,13,8,4,,,13
1187,29,582,43,YAUHQUEMEHCAN,1,B,219,115,,,43,,,,21,,16,9,7,3,4,,,18
1188,29,582,43,YAUHQUEMEHCAN,1,C,230,106,,,47,,,,24,,23,14,8,2,4,,,15
1189,29,582,43,YAUHQUEMEHCAN,2,C,230,125,,,54,,,,21,,6,9,9,3,1,,,11
1190,29,582,43,YAUHQUEMEHCAN,3,C,246,100,,,51,,,,10,,28,11,10,4,0,,,0
1191,29,583,43,YAUHQUEMEHCAN,1,B,154,71,,,31,,,,3,,17,10,17,11,4,,,17
1192,29,583,43,YAUHQUEMEHCAN,1,C,152,77,,,31,,,,3,,24,9,20,14,3,,,13
1193,29,583,43,YAUHQUEMEHCAN,2,C,147,83,,,57,,,,7,,16,11,9,10,8,,,26
1194,29,584,43,YAUHQUEMEHCAN,1,B,198,120,,,81,,,,27,,14,8,27,29,4,,,22
1195,29,585,43,YAUHQUEMEHCAN,1,B,67,235,,,86,,,,12,,1,11,1,5,0,,,9
1196,29,585,43,YAUHQUEMEHCAN,1,C,62,223,,,81,,,,15,,85,4,2,11,0,,,6
1197,29,585,43,YAUHQUEMEHCAN,2,C,82,190,,,91,,,,34,,61,2,7,4,0,,,22
1198,29,588,44,ZACATELCO,1,B,149,,105,,15,,,,,17,,,21,,11,,15,14
1199,29,588,44,ZACATELCO,1,C,132,,84,,16,,,,,15,,,14,,22,,25,15
1200,29,589,44,ZACATELCO,1,B,199,,153,,21,,,,,35,,,15,,25,,27,15
1201,29,589,44,ZACATELCO,1,C,182,,158,,23,,,,,39,,,19,,14,,31,16
1202,29,590,44,ZACATELCO,1,B,116,,133,,18,,,,,26,,,23,,31,,47,10
1203,29,590,44,ZACATELCO,1,C,152,,109,,9,,,,,13,,,26,,25,,46,18
1204,29,590,44,ZACATELCO,2,C,123,,109,,8,,,,,18,,,27,,18,,34,15
1205,29,590,44,ZACATELCO,3,C,140,,119,,11,,,,,28,,,20,,26,,0,16
1206,29,591,44,ZACATELCO,1,B,147,,167,,24,,,,,26,,,42,,32,,38,8
1207,29,591,44,ZACATELCO,1,C,150,,192,,17,,,,,17,,,37,,24,,43,13
1208,29,591,44,ZACATELCO,2,C,153,,184,,17,,,,,24,,,38,,26,,32,7
1209,29,592,44,ZACATELCO,1,B,130,,123,,25,,,,,32,,,29,,24,,27,10
1210,29,592,44,ZACATELCO,1,C,93,,135,,29,,,,,14,,,15,,19,,29,21
1211,29,592,44,ZACATELCO,2,C,108,,121,,29,,,,,24,,,24,,37,,12,8
1212,29,592,44,ZACATELCO,3,C,112,,146,,24,,,,,33,,,19,,0,,34,10
1213,29,593,44,ZACATELCO,1,B,152,,170,,12,,,,,25,,,34,,23,,19,8
1214,29,593,44,ZACATELCO,1,C,124,,172,,24,,,,,15,,,18,,22,,33,16
1215,29,593,44,ZACATELCO,2,C,142,,157,,27,,,,,19,,,18,,27,,19,20
1216,29,594,44,ZACATELCO,1,B,155,,129,,30,,,,,45,,,39,,24,,36,20
1217,29,594,44,ZACATELCO,1,C,172,,155,,10,,,,,26,,,38,,26,,29,14
1218,29,595,44,ZACATELCO,1,B,101,,154,,19,,,,,28,,,31,,24,,31,8
1219,29,595,44,ZACATELCO,1,C,122,,101,,14,,,,,21,,,23,,15,,35,11
1220,29,595,44,ZACATELCO,2,C,136,,140,,13,,,,,37,,,23,,25,,27,15
1221,29,596,44,ZACATELCO,1,B,135,,130,,9,,,,,25,,,32,,32,,17,14
1222,29,596,44,ZACATELCO,1,C,153,,109,,15,,,,,22,,,25,,33,,17,17
1223,29,597,44,ZACATELCO,1,B,130,,165,,15,,,,,39,,,30,,55,,26,42
1224,29,597,44,ZACATELCO,1,C,156,,153,,22,,,,,44,,,23,,43,,41,14
1225,29,598,44,ZACATELCO,1,B,103,,128,,16,,,,,26,,,28,,34,,15,9
1226,29,598,44,ZACATELCO,1,C,109,,124,,14,,,,,25,,,17,,26,,11,8
1227,29,598,44,ZACATELCO,2,C,124,,109,,16,,,,,26,,,16,,23,,20,17
1228,29,599,44,ZACATELCO,1,B,79,,150,,14,,,,,35,,,21,,44,,13,13
1229,29,599,44,ZACATELCO,1,C,85,,128,,14,,,,,41,,,31,,37,,7,19
1230,29,599,44,ZACATELCO,2,C,94,,140,,12,,,,,33,,,30,,33,,13,10
1231,29,599,44,ZACATELCO,1,E,43,,37,,3,,,,,2,,,2,,3,,1,9
1232,29,600,44,ZACATELCO,1,B,147,,184,,27,,,,,21,,,58,,30,,19,19
1233,29,600,44,ZACATELCO,1,C,156,,178,,31,,,,,23,,,38,,23,,15,35
1234,29,600,44,ZACATELCO,2,C,143,,184,,41,,,,,30,,,73,,28,,24,14
1235,29,601,44,ZACATELCO,1,B,142,,172,,20,,,,,22,,,66,,36,,20,15
1236,29,601,44,ZACATELCO,1,C,109,,179,,19,,,,,36,,,61,,37,,12,17
1237,29,601,44,ZACATELCO,2,C,148,,196,,15,,,,,25,,,51,,31,,21,11
771,29,316,57,SANTA APOLONIA TEACALCO,1,B,142,,182,,151,,,,,29,,,9,,,51,,17
772,29,316,57,SANTA APOLONIA TEACALCO,1,C,155,,141,,170,,,,,42,,,7,,,61,,16
773,29,317,57,SANTA APOLONIA TEACALCO,1,B,109,,71,,139,,,,,41,,,14,,,54,,10
774,29,317,57,SANTA APOLONIA TEACALCO,1,C,186,,66,,110,,,,,25,,,9,,,46,,11
775,29,317,57,SANTA APOLONIA TEACALCO,2,C,83,,63,,151,,,,,44,,,12,,,80,,14
786,29,313,59,SANTA CRUZ QUILEHTLA,1,B,117,,200,,96,,,,,11,,,23,20,,,,13
787,29,313,59,SANTA CRUZ QUILEHTLA,1,C,83,,190,,106,,,,,7,,,19,16,,,,0
788,29,314,59,SANTA CRUZ QUILEHTLA,1,B,77,,154,,74,,,,,5,,,23,15,,,,16
789,29,314,59,SANTA CRUZ QUILEHTLA,1,C,73,,137,,95,,,,,8,,,22,16,,,,17
790,29,315,59,SANTA CRUZ QUILEHTLA,1,B,35,,21,,6,,,,,198,,,0,35,,,,0
791,29,315,59,SANTA CRUZ QUILEHTLA,1,C,34,,20,,12,,,,,256,,,3,31,,,,27
682,29,395,53,SAN JUAN HUACTZINCO,1,B,131,,102,,51,,,,,20,,,28,113,,,,12
683,29,395,53,SAN JUAN HUACTZINCO,1,C,100,,75,,87,,,,,24,,,44,88,,,,17
684,29,395,53,SAN JUAN HUACTZINCO,2,C,133,,78,,70,,,,,15,,,53,89,,,,19
685,29,396,53,SAN JUAN HUACTZINCO,1,B,112,,68,,62,,,,,12,,,55,108,,,,20
686,29,396,53,SAN JUAN HUACTZINCO,1,C,108,,61,,83,,,,,25,,,31,94,,,,14
687,29,396,53,SAN JUAN HUACTZINCO,2,C,106,,60,,45,,,,,16,,,59,102,,,,0
776,29,602,58,SANTA CATARINA AYOMETLA,1,B,135,,104,,77,,,,144,,,,4,,,,56,18
777,29,602,58,SANTA CATARINA AYOMETLA,1,C,139,,71,,112,,,,128,,,,1,,,,68,10
778,29,603,58,SANTA CATARINA AYOMETLA,1,B,94,,34,,54,,,,134,,,,2,,,,9,23
779,29,603,58,SANTA CATARINA AYOMETLA,1,C,127,,25,,65,,,,115,,,,4,,,,14,12
780,29,604,58,SANTA CATARINA AYOMETLA,1,B,121,,55,,57,,,,117,,,,3,,,,30,17
781,29,604,58,SANTA CATARINA AYOMETLA,1,C,121,,64,,58,,,,121,,,,10,,,,42,9
782,29,604,58,SANTA CATARINA AYOMETLA,2,C,113,,65,,35,,,,98,,,,4,,,,78,12
783,29,604,58,SANTA CATARINA AYOMETLA,3,C,156,,64,,40,,,,88,,,,7,,,,39,10
784,29,605,58,SANTA CATARINA AYOMETLA,1,B,85,,87,,48,,,,64,,,,7,,,,44,10
785,29,605,58,SANTA CATARINA AYOMETLA,1,C,103,,67,,46,,,,61,,,,5,,,,45,0
809,29,391,60,SANTA ISABEL XILOXOXTLA,1,B,83,,136,,233,,,,,,,,9,,,,,9
810,29,391,60,SANTA ISABEL XILOXOXTLA,1,C,107,,136,,238,,,,,,,,4,,,,,8
811,29,392,60,SANTA ISABEL XILOXOXTLA,1,B,70,,124,,153,,,,,,,,7,,,,,11
812,29,392,60,SANTA ISABEL XILOXOXTLA,1,C,67,,142,,167,,,,,,,,6,,,,,20
675,29,531,52,SAN JOSE TEACALCO,1,B,105,36,,,80,,,,,95,42,,12,,,,,10
676,29,531,52,SAN JOSE TEACALCO,1,C,97,35,,,87,,,,,89,34,,11,,,,,10
677,29,532,52,SAN JOSE TEACALCO,1,B,101,110,,,107,,,,,88,33,,3,,,,,8
678,29,533,52,SAN JOSE TEACALCO,1,B,135,86,,,80,,,,,83,29,,28,,,,,8
679,29,534,52,SAN JOSE TEACALCO,1,B,50,74,,,45,,,,,120,42,,7,,,,,9
680,29,534,52,SAN JOSE TEACALCO,1,C,69,65,,,61,,,,,107,74,,2,,,,,10
681,29,535,52,SAN JOSE TEACALCO,1,B,69,99,,,69,,,,,105,22,,14,,,,,12
661,29,158,50,SAN FRANCISCO TETLANOHCAN,1,B,152,,234,,42,,,,,21,,,26,,,,,16
662,29,158,50,SAN FRANCISCO TETLANOHCAN,1,C,134,,208,,55,,,,,16,,,25,,,,,13
663,29,158,50,SAN FRANCISCO TETLANOHCAN,2,C,135,,258,,38,,,,,22,,,14,,,,,7
664,29,158,50,SAN FRANCISCO TETLANOHCAN,3,C,164,,221,,28,,,,,20,,,19,,,,,13
665,29,159,50,SAN FRANCISCO TETLANOHCAN,1,B,184,,177,,47,,,,,27,,,28,,,,,0
666,29,159,50,SAN FRANCISCO TETLANOHCAN,1,C,180,,201,,34,,,,,18,,,35,,,,,13
667,29,159,50,SAN FRANCISCO TETLANOHCAN,2,C,144,,215,,40,,,,,40,,,22,,,,,10
668,29,160,50,SAN FRANCISCO TETLANOHCAN,1,B,181,,233,,66,,,,,35,,,15,,,,,9
669,29,160,50,SAN FRANCISCO TETLANOHCAN,1,C,243,,211,,39,,,,,22,,,20,,,,,24
670,29,160,50,SAN FRANCISCO TETLANOHCAN,2,C,182,,256,,37,,,,,25,,,13,,,,,18
517,29,150,48,LA MAGDALENA TLALTELULCO,1,B,17,45,,,20,,,,,3,15,,13,,,20,,1
518,29,150,48,LA MAGDALENA TLALTELULCO,1,C,16,42,,,22,,,,,9,18,,21,,,37,,4
519,29,151,48,LA MAGDALENA TLALTELULCO,1,B,94,62,,,112,,,,,44,0,,77,,,57,,13
520,29,151,48,LA MAGDALENA TLALTELULCO,1,C,85,56,,,81,,,,,38,85,,87,,,66,,11
521,29,151,48,LA MAGDALENA TLALTELULCO,2,C,86,86,,,92,,,,,61,49,,94,,,76,,0
522,29,151,48,LA MAGDALENA TLALTELULCO,3,C,102,35,,,90,,,,,62,53,,124,,,55,,10
523,29,151,48,LA MAGDALENA TLALTELULCO,4,C,89,48,,,79,,,,,61,77,,77,,,84,,19
524,29,152,48,LA MAGDALENA TLALTELULCO,1,B,81,74,,,79,,,,,36,159,,65,,,28,,13
525,29,152,48,LA MAGDALENA TLALTELULCO,1,C,93,62,,,66,,,,,50,172,,61,,,22,,20
526,29,152,48,LA MAGDALENA TLALTELULCO,2,C,71,38,,,68,,,,,47,164,,112,,,47,,14
527,29,153,48,LA MAGDALENA TLALTELULCO,1,B,44,64,,,71,,,,,35,45,,56,,,56,,19
528,29,153,48,LA MAGDALENA TLALTELULCO,1,C,59,61,,,113,,,,,39,36,,34,,,53,,20
529,29,154,48,LA MAGDALENA TLALTELULCO,1,B,98,50,,,88,,,,,37,42,,37,,,91,,15
530,29,154,48,LA MAGDALENA TLALTELULCO,1,C,82,49,,,68,,,,,58,46,,64,,,86,,14
531,29,155,48,LA MAGDALENA TLALTELULCO,1,B,76,68,,,62,,,,,41,69,,58,,,115,,12
532,29,155,48,LA MAGDALENA TLALTELULCO,1,C,79,69,,,63,,,,,50,57,,61,,,94,,16
655,29,429,49,SAN DAMIAN TEXOLOC,1,B,58,151,,,23,,,,,7,21,,,53,118,,,7
656,29,429,49,SAN DAMIAN TEXOLOC,1,C,67,158,,,13,,,,,9,29,,,24,93,,,11
657,29,429,49,SAN DAMIAN TEXOLOC,2,C,75,132,,,30,,,,,6,23,,,29,116,,,14
658,29,430,49,SAN DAMIAN TEXOLOC,1,B,76,153,,,18,,,,,12,20,,,36,134,,,15
659,29,430,49,SAN DAMIAN TEXOLOC,1,C,73,187,,,9,,,,,5,11,,,24,119,,,11
660,29,430,49,SAN DAMIAN TEXOLOC,2,C,63,178,,,4,,,,,16,22,,,25,150,,,8
347,29,400,46,EMILIANO ZAPATA,1,B,21,,8,,7,,,,7,,,14,3,,,,,10
348,29,401,46,EMILIANO ZAPATA,1,B,19,,26,,30,,,,10,,,29,0,,,,,12
349,29,607,46,EMILIANO ZAPATA,1,B,75,,78,,130,,,,18,,,30,9,,,,,31
350,29,607,46,EMILIANO ZAPATA,1,C,65,,73,,166,,,,6,,,148,6,,,,,13
351,29,607,46,EMILIANO ZAPATA,2,C,73,,79,,147,,,,16,,,145,11,,,,,17
352,29,608,46,EMILIANO ZAPATA,1,B,40,,58,,194,,,,35,,,67,39,,,,,23
533,29,402,47,LAZARO CARDENAS,1,B,35,,32,,6,,,,3,,,9,28,24,,24,,7
534,29,606,47,LAZARO CARDENAS,1,B,122,,82,,108,,,,15,,,45,26,150,,55,,17
535,29,606,47,LAZARO CARDENAS,1,C,109,,80,,163,,,,20,,,42,8,97,,60,,9
671,29,432,51,SAN JERONIMO ZACUALPAN,1,B,179,,68,,5,,,,,113,,,51,,7,,,13
672,29,432,51,SAN JERONIMO ZACUALPAN,1,C,136,,71,,15,,,,,139,,,71,,12,,,8
673,29,433,51,SAN JERONIMO ZACUALPAN,1,B,146,,50,,47,,,,,185,,,87,,,,,0
674,29,433,51,SAN JERONIMO ZACUALPAN,1,C,131,,69,,34,,,,,177,,,97,,18,,,10
692,29,551,55,SAN LUCAS TECOPILCO,1,B,169,,58,,28,,,,,101,,,23,100,,5,2,0
693,29,551,55,SAN LUCAS TECOPILCO,1,C,126,,61,,14,,,,,145,,,38,94,,6,2,13
694,29,552,55,SAN LUCAS TECOPILCO,1,B,88,,62,,2,,,,,82,,,12,50,,2,0,13
695,29,552,55,SAN LUCAS TECOPILCO,1,C,43,,81,,8,,,,,92,,,15,40,,7,0,11
765,29,254,56,SANTA ANA NOPALUCAN,1,B,230,,135,,87,,,,,7,,,19,86,,,,14
766,29,254,56,SANTA ANA NOPALUCAN,1,C,157,,134,,96,,,,,12,,,31,115,,,,0
767,29,254,56,SANTA ANA NOPALUCAN,2,C,189,,100,,92,,,,,8,,,25,113,,,,16
768,29,255,56,SANTA ANA NOPALUCAN,1,B,148,,101,,131,,,,,8,,,17,83,,,,23
769,29,255,56,SANTA ANA NOPALUCAN,1,C,139,,113,,152,,,,,7,,,15,68,,,,23
770,29,255,56,SANTA ANA NOPALUCAN,2,C,138,,115,,149,,,,,15,,,12,89,,,,35
688,29,586,54,SAN LORENZO AXOCOMANITLA,1,B,140,,72,,107,,,,,18,,,,168,,,,23
689,29,586,54,SAN LORENZO AXOCOMANITLA,1,C,159,,96,,74,,,,,16,,,,191,,,,15
690,29,587,54,SAN LORENZO AXOCOMANITLA,1,B,172,,73,,68,,,,,19,,,,207,,,,21
691,29,587,54,SAN LORENZO AXOCOMANITLA,1,C,154,,89,,85,,,,,40,,,,209,,,,20
153,29,295,45,BENITO JUAREZ,1,B,98,,197,,29,,,,52,,,98,37,,,,,14
154,29,295,45,BENITO JUAREZ,1,C,85,,238,,47,,,,48,,,75,30,,,,,7
155,29,295,45,BENITO JUAREZ,2,C,98,,191,,28,,,,30,,,99,45,,,,,14
156,29,296,45,BENITO JUAREZ,1,B,57,,180,,44,,,,21,,,114,52,,,,,16
157,29,296,45,BENITO JUAREZ,1,C,86,,183,,33,,,,30,,,140,47,,,,,10
